登番,選手名,級別,支部,年齢,期,全国勝率,出走(13か月),攻め,ST,型,メモ,攻め手5,カド消し,まくり屋,壁(2号艇),差し巧者,まくり系ゼロ,4走,4まくり系1着率,5走,5まくり系1着率,6走,6まくり系1着率,4まくり力,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,平均ST,F本数,L本数,F前ST,F後ST,F後ST変化,F後の走数,F慣れ候補
4853,前原哉,B1,岡山,31,115,4.41,163,,,,,,,,,,,24,0.0,31,3.2,23,0.0,-2.6,15,8,3,1,1,2,0,0.20,1,0,0.20,0.22,+0.02,38,
5226,藤田俊祐,B1,東京,24,129,5.80,162,,,,,,,○,,,,27,22.2,35,2.9,27,0.0,8.4,38,24,4,4,4,1,1,0.15,0,0,0.15,,,0,
3159,江口晃生,A1,群馬,61,54,6.64,162,,,,,,,,壁弱●,,,0,,0,,0,,,48,30,11,7,0,0,0,0.15,1,0,0.15,0.17,+0.02,27,
3054,北川幸典,B1,広島,63,50,5.60,162,,,,,,,,,,,31,6.5,29,0.0,31,0.0,-1.8,27,8,2,10,1,6,0,0.18,3,0,0.17,0.19,+0.02,111,
4744,伊藤玲奈,B1,福岡,33,111,4.55,162,,,,,,,,,,,27,3.7,31,3.2,26,3.8,-1.0,15,6,3,0,6,0,0,0.22,1,0,0.21,0.32,+0.11,14,慎重型
4747,山戸信二,B1,長崎,41,112,3.87,162,,,,,,,,,,,26,7.7,33,0.0,31,0.0,3.1,13,7,2,4,0,0,0,0.17,2,0,0.17,0.18,+0.01,49,
5100,栗原一馬,B1,群馬,29,125,4.43,162,,,,,○,,,,,,25,4.0,31,6.5,36,0.0,-0.2,20,6,2,7,3,2,0,0.17,1,0,0.17,0.19,+0.03,29,
3532,柴田光,B2,群馬,54,68,5.95,161,,,,,,,,,,,22,9.1,6,0.0,4,0.0,-0.1,37,19,5,8,2,2,1,0.16,3,0,0.15,0.16,+0.01,70,
5302,秋末秦悟,B1,大阪,23,132,3.96,160,,,,,,,,,,,26,0.0,35,2.9,30,0.0,-1.8,10,7,1,0,1,1,0,0.16,2,0,0.16,0.17,+0.01,35,
3920,正木聖賢,B1,広島,51,81,4.47,160,,,,,,,,壁弱●,,,36,5.6,2,0.0,0,,-0.7,22,11,2,5,2,2,0,0.17,1,0,0.16,0.17,+0.01,67,
3294,野中義生,B1,静岡,61,60,4.36,160,,,,,,,,,,,29,10.3,32,0.0,39,0.0,3.3,12,5,3,2,1,0,1,0.16,2,0,0.15,0.16,+0.01,121,
5355,萩原丈太,B1,福井,21,134,2.19,160,,,,,,,,,,,27,7.4,33,3.0,59,0.0,3.8,2,0,0,0,2,0,0,0.18,1,0,0.18,0.23,+0.05,6,
5379,廣部大明,B1,滋賀,22,135,3.34,160,,,,,,,,,,,19,0.0,23,4.3,66,0.0,-0.7,4,3,0,0,1,0,0,0.18,1,0,0.17,0.21,+0.04,20,
5339,石井伸長,B1,香川,26,134,4.88,159,,,,,○,,,,,,37,8.1,43,7.0,39,10.3,1.1,23,3,6,3,8,2,1,0.17,1,0,0.15,0.19,+0.04,73,
5360,高木茉白,B1,埼玉,19,134,3.52,159,,,,,,,,,,○,38,0.0,30,0.0,52,0.0,-1.5,5,5,0,0,0,0,0,0.18,3,0,0.17,0.20,+0.02,52,
4495,森晋太郎,B2,福岡,39,102,5.86,158,,,,,○,,,,,,36,11.1,33,15.2,31,6.5,1.4,36,15,2,8,8,3,0,0.15,2,0,0.15,0.14,-0.01,23,候補
5365,石村日奈,B1,東京,25,135,2.58,158,,,,,,,,,,,34,0.0,55,0.0,62,1.6,-1.0,3,1,1,1,0,0,0,0.20,1,0,0.20,0.21,+0.01,34,
5061,中村駿平,B1,愛知,29,123,2.73,158,,,,,,,,,,,28,3.6,32,3.1,33,3.0,0.3,11,6,0,4,1,0,0,0.17,1,0,0.17,0.18,+0.02,18,
5107,松本真広,B1,福岡,27,125,3.93,158,,,,,○,,,,,,34,8.8,27,11.1,30,3.3,2.4,19,8,1,5,4,0,1,0.18,2,0,0.17,0.20,+0.03,45,
5346,中村紋夕,B1,愛知,23,134,3.03,158,,,,,,,,,,○,38,0.0,51,2.0,53,0.0,-0.9,1,0,1,0,0,0,0,0.21,0,0,0.21,,,0,
5359,佐藤世那,B1,東京,20,134,4.57,158,,,,,○,,,,,,29,3.4,31,6.5,31,0.0,-1.2,22,7,1,11,2,1,0,0.17,2,0,0.16,0.18,+0.02,69,
4533,峰重侑治,B1,岡山,37,103,4.17,158,,,,,,,,,,,29,6.9,29,3.4,28,0.0,1.0,15,8,2,2,1,2,0,0.18,2,0,0.18,0.18,-0.00,30,候補
5321,一色颯輝,B1,愛知,24,133,4.92,157,,,,,○,,,,,,23,13.0,31,6.5,33,3.0,4.0,20,7,2,5,4,2,0,0.19,2,0,0.19,0.19,-0.00,43,候補
5284,嘉手苅徹,B2,福岡,27,132,3.94,157,,,,,,,,,,,36,2.8,35,0.0,28,0.0,-0.2,7,4,1,2,0,0,0,0.16,1,0,0.16,0.22,+0.06,3,
5407,中岡駿,B1,香川,21,136,2.52,157,,,,,,,,,,,24,0.0,35,2.9,106,0.0,-0.8,2,1,0,0,1,0,0,0.19,1,0,0.18,0.23,+0.05,21,慎重型
5416,龍田真白,B1,三重,20,136,2.87,157,,,,,○,,,,,,20,5.0,40,5.0,115,0.9,2.1,5,0,1,2,1,1,0,0.15,1,0,0.14,0.35,+0.21,1,
3871,池田紫乃,B1,長崎,50,79,3.82,157,,,,,○,,,,,,30,3.3,33,6.1,21,0.0,-0.6,16,7,2,3,3,1,0,0.19,1,0,0.18,0.21,+0.03,21,
5371,早川颯太,B2,東京,24,135,1.97,157,,,,,,,,,,,47,4.3,49,0.0,68,0.0,2.6,2,0,0,1,1,0,0,0.20,1,0,0.20,0.21,+0.01,14,
5300,横田海人,B1,愛知,23,132,1.92,156,,,,,,,,,,○,34,0.0,32,0.0,32,0.0,-1.0,2,1,0,0,0,1,0,0.18,1,0,0.18,0.18,-0.00,13,候補
5404,内田壮,B1,山口,22,136,2.28,156,,,,,,,,,,,20,5.0,19,0.0,142,0.7,2.0,2,0,0,1,1,0,0,0.19,2,0,0.19,0.18,-0.01,16,候補
5192,中尾優香,A2,福岡,24,128,4.74,156,,,,,○,,,,,,32,6.2,25,12.0,38,2.6,-0.1,26,12,6,4,3,1,0,0.19,4,0,0.18,0.20,+0.02,107,
4408,仁科さや,B1,長崎,40,99,3.50,156,,,,,,,,,,,36,0.0,32,0.0,20,0.0,-2.2,11,10,0,0,1,0,0,0.19,1,0,0.19,0.20,+0.01,38,
3681,山谷央,B1,東京,53,73,4.82,156,,,,,○,,,,,,30,3.3,29,6.9,25,0.0,-2.1,19,11,3,1,4,0,0,0.15,1,0,0.14,0.17,+0.02,45,
3596,河上年昭,B1,埼玉,57,71,4.28,156,,,,,,,,,,,31,0.0,30,3.3,30,0.0,-2.9,11,9,0,1,0,1,0,0.17,1,0,0.17,0.17,-0.00,52,候補
3793,高橋真吾,B1,埼玉,53,77,4.14,156,,,,,,,,,,,29,3.4,33,0.0,35,0.0,-1.2,15,8,5,1,0,1,0,0.15,1,0,0.15,0.16,+0.01,56,
5091,為本智也,B1,福井,25,124,6.28,156,,,,,○,,,,,,25,12.0,31,19.4,27,3.7,0.8,38,16,3,4,12,2,1,0.16,2,0,0.15,0.17,+0.02,71,
3579,中里優子,B1,埼玉,53,70,4.99,156,,,,,,,,,,,31,9.7,31,3.2,21,0.0,2.2,12,6,2,3,1,0,0,0.18,1,0,0.17,0.19,+0.02,62,
4729,佐藤謙史,B1,福岡,37,111,4.45,156,,,,,,,,,,,27,11.1,32,3.1,19,0.0,4.4,13,6,1,3,3,0,0,0.19,0,0,0.19,,,0,
4465,大西賢,B1,東京,40,101,4.71,155,,,,,,,,,,,32,3.1,31,0.0,29,0.0,-1.5,15,8,2,2,0,3,0,0.19,2,0,0.19,0.20,+0.01,39,
5128,坪井爽佑,B1,三重,29,126,4.22,155,,,,,,,,,,,33,6.1,27,0.0,29,0.0,-0.2,14,3,2,2,5,2,0,0.18,1,0,0.17,0.19,+0.02,65,
4660,宇田川信,B1,東京,35,108,4.50,155,,,,,,,,,,,30,6.7,27,0.0,24,0.0,1.6,11,5,2,2,2,0,0,0.19,0,0,0.19,,,0,
5397,寺田夢生,B2,山口,24,136,1.53,155,,,,,,,,,,○,4,0.0,35,0.0,134,0.0,,0,0,0,0,0,0,0,0.18,1,0,0.18,0.18,+0.00,48,候補
3904,森貴洋,B1,大阪,49,80,4.95,155,,,,,○,○,,,,,27,0.0,30,6.7,20,0.0,-4.2,17,8,3,2,3,1,0,0.17,0,0,0.17,,,0,
4782,浜崎準也,B1,岡山,39,113,4.53,154,,,,,,,,,,,29,0.0,32,3.1,24,0.0,-3.5,15,7,4,1,1,2,0,0.19,2,0,0.18,0.22,+0.04,54,
5411,木下虎之,B2,東京,21,136,2.14,154,,,,,,,,,,,14,7.1,17,0.0,131,0.0,,1,0,0,1,0,0,0,0.17,1,0,0.17,0.15,-0.01,6,
5412,久保田凪,B2,佐賀,20,136,1.59,154,,,,,,,,,,○,18,0.0,36,0.0,114,0.0,-0.4,0,0,0,0,0,0,0,0.18,1,0,0.17,0.19,+0.02,59,
3726,桂林寛,B1,福岡,55,75,4.64,154,,,,,○,,,,,,31,6.5,23,8.7,23,0.0,0.8,12,2,3,5,1,0,1,0.16,1,0,0.16,0.16,-0.00,46,候補
3509,池千夏,B1,香川,54,67,3.30,154,,,,,,,,,,,26,0.0,29,0.0,19,0.0,-1.8,5,4,0,1,0,0,0,0.14,0,0,0.14,,,0,
3845,中谷朋子,A2,兵庫,49,78,6.15,154,,,,,,○,,,,,36,0.0,26,0.0,9,0.0,-4.6,28,15,7,2,4,0,0,0.19,1,0,0.19,0.22,+0.03,21,
5361,植竹玲奈,B1,東京,19,134,2.71,154,,,,,,,,,,,38,0.0,40,0.0,52,0.0,-0.9,1,0,0,1,0,0,0,0.22,0,0,0.22,,,0,
5380,野田亜湖,B2,徳島,22,135,1.20,154,,,,,,,,,,○,35,0.0,39,0.0,90,0.0,0.0,0,0,0,0,0,0,0,0.27,0,0,0.27,,,0,
4815,伏島祐介,B1,東京,36,114,3.49,152,,,,,,,,,,,28,3.6,22,4.5,42,0.0,-1.1,18,10,2,4,1,1,0,0.19,2,0,0.18,0.25,+0.07,28,慎重型
3787,天野誠,B1,岡山,54,77,3.51,152,,,,,,,,,,,28,3.6,33,0.0,24,0.0,0.3,7,5,0,1,0,1,0,0.20,1,0,0.19,0.20,+0.01,57,
5385,鈴木柊介,B1,静岡,21,135,2.58,152,,,,,,,,,,,38,0.0,39,2.6,86,0.0,-0.9,2,1,0,1,0,0,0,0.15,0,0,0.15,,,0,
5349,宮崎奏磨,B2,静岡,22,134,1.31,152,,,,,,,,,,,41,0.0,43,2.3,64,0.0,0.0,1,0,0,0,1,0,0,0.20,1,0,0.19,0.22,+0.03,27,
5396,近藤来希,B2,兵庫,24,136,2.26,152,,,,,,,,,,,25,0.0,30,0.0,108,0.9,-0.5,1,0,0,0,1,0,0,0.20,1,0,0.20,0.22,+0.02,18,
4843,深尾巴恵,B1,静岡,33,115,3.72,152,,,,,○,,,,,,23,13.0,27,11.1,26,3.8,4.7,22,10,1,8,1,2,0,0.16,2,0,0.15,0.18,+0.03,64,
4878,西岡育未,B1,徳島,31,116,4.36,152,,,,,,,,,,,33,6.1,28,0.0,21,0.0,0.5,12,5,0,4,2,0,1,0.17,0,0,0.17,,,0,
4866,橋本英一,B1,福岡,36,116,4.14,151,,,,,,,,,,,34,0.0,31,3.2,26,0.0,-3.7,13,6,0,4,1,2,0,0.17,1,0,0.17,0.18,+0.01,30,
4889,後藤盛也,B1,東京,37,117,5.21,150,,,,,,,,,,,22,9.1,26,3.8,28,0.0,1.6,29,12,2,5,7,3,0,0.15,3,0,0.14,0.17,+0.03,24,
5147,田中勇輔,B1,埼玉,32,127,4.31,150,,,,,,,,,,,25,8.0,29,0.0,26,0.0,2.3,12,5,0,5,0,1,1,0.15,1,0,0.14,0.15,+0.01,24,
3315,広瀬聖仁,B1,愛知,60,61,4.44,150,,,,,,,,,,,29,3.4,28,0.0,31,0.0,-0.6,12,5,5,1,0,1,0,0.16,1,0,0.16,0.17,+0.01,60,
5254,羽田妃希,B1,愛知,23,130,3.52,149,,,,,,,,,,○,27,0.0,40,0.0,34,0.0,-1.8,8,5,3,0,0,0,0,0.22,2,0,0.22,0.28,+0.06,5,
5403,藤山湧太,B2,徳島,22,136,2.26,149,,,,,,,,,,○,13,0.0,29,0.0,113,0.0,,1,0,1,0,0,0,0,0.18,1,0,0.17,0.20,+0.03,62,
3955,眞田英二,B2,徳島,49,82,4.71,149,,,,,,○,,,,,27,0.0,32,0.0,22,0.0,-4.1,16,8,5,0,1,2,0,0.19,0,0,0.19,,,0,
5393,藤原駿,B2,大阪,25,136,1.39,149,,,,,,,,,,○,10,0.0,19,0.0,136,0.0,,0,0,0,0,0,0,0,0.21,1,0,0.21,0.22,+0.02,9,
4664,東口晃,B1,福井,43,109,4.28,149,,,,,,,,,,,32,3.1,32,0.0,19,0.0,-0.8,12,3,2,5,0,2,0,0.19,0,0,0.19,,,0,
3207,田村美和,B1,東京,60,56,3.24,148,,,,,,,,,,,26,0.0,25,4.0,23,0.0,-1.4,5,3,0,0,2,0,0,0.18,1,0,0.18,0.24,+0.06,1,
5327,西田和加,B2,埼玉,22,133,1.84,148,,,,,,,,,,○,33,0.0,40,0.0,38,0.0,-0.5,0,0,0,0,0,0,0,0.19,1,0,0.19,0.20,+0.01,32,
5419,櫻井隼,B1,埼玉,20,136,2.15,148,,,,,,,,,,○,17,0.0,16,0.0,132,0.0,-0.8,0,0,0,0,0,0,0,0.23,1,0,0.22,0.28,+0.06,32,慎重型
5413,宮城那菜,B2,福岡,20,136,2.41,148,,,,,,,,,,,0,,37,2.7,127,0.0,,1,0,0,1,0,0,0,0.14,1,0,0.14,0.15,+0.01,17,
5357,田中瀬里,B2,埼玉,21,134,1.57,148,,,,,,,,,,○,22,0.0,29,0.0,67,0.0,-0.5,0,0,0,0,0,0,0,0.18,0,1,0.19,0.15,-0.04,42,候補
5417,小柳勝希,B1,佐賀,20,136,4.23,148,,,,,,,,,,,24,4.2,35,0.0,96,0.0,0.6,4,0,0,1,2,1,0,0.19,1,0,0.19,0.20,+0.01,39,
4863,三浦裕貴,B1,東京,37,116,4.20,148,,,,,,,,,,,21,9.5,31,3.2,34,0.0,2.4,15,8,1,3,1,2,0,0.17,1,0,0.16,0.18,+0.02,53,
4641,磯村匠,B1,東京,35,107,4.91,147,,,,,,,,,,,35,5.7,30,0.0,26,0.0,0.3,17,11,3,1,1,1,0,0.19,3,0,0.19,0.18,-0.01,33,候補
5420,吉原快誓,B2,長崎,20,136,2.12,147,,,,,,,,,,○,14,0.0,25,0.0,116,0.0,,0,0,0,0,0,0,0,0.17,1,0,0.17,0.17,-0.00,32,候補
4085,荻野裕介,B1,東京,46,87,5.33,147,,,,,○,,,,,,27,3.7,29,6.9,31,3.2,-1.8,19,7,5,1,5,1,0,0.21,0,0,0.21,,,0,
5347,井澤聖奈,B2,愛知,22,134,1.64,147,,,,,,,,,,○,37,0.0,48,0.0,69,0.0,-0.6,0,0,0,0,0,0,0,0.20,1,0,0.20,0.21,+0.00,8,
5391,出穂和鼓,B2,山口,18,135,1.70,146,,,,,,,,,,○,33,0.0,40,0.0,90,0.0,-0.5,0,0,0,0,0,0,0,0.20,2,0,0.18,0.23,+0.05,58,慎重型
3621,天野晶夫,B1,愛知,52,71,5.75,146,,,,,,,,,,,29,3.4,29,3.4,24,0.0,-3.8,16,9,1,1,4,1,0,0.17,2,0,0.17,0.19,+0.02,18,
5409,宮本琉正,B2,福岡,21,136,2.66,146,,,,,,,,,,,8,12.5,23,0.0,130,0.8,,3,0,1,1,1,0,0,0.16,1,0,0.16,0.14,-0.02,8,
5434,藤田康生,B1,静岡,21,137,3.38,146,,,,,,,,,,,14,0.0,27,0.0,107,1.9,,3,0,0,1,1,1,0,0.16,2,0,0.14,0.17,+0.03,63,
4766,石井孝之,B1,群馬,35,112,4.27,145,,,,,,,,,,,26,19.2,32,0.0,31,0.0,8.8,16,5,3,7,0,1,0,0.13,2,0,0.13,0.14,+0.01,23,
5366,塩嶋泰空,B2,福井,25,135,1.46,145,,,,,,,,,,○,22,0.0,22,0.0,97,0.0,0.0,1,1,0,0,0,0,0,0.19,2,0,0.18,0.20,+0.01,56,
5179,藤本元輝,B1,兵庫,29,128,4.81,145,,,,,,,,,,,31,16.1,33,3.0,29,0.0,7.3,20,12,1,3,4,0,0,0.19,3,0,0.17,0.23,+0.06,36,慎重型
5395,日高龍之,B1,佐賀,24,136,2.76,145,,,,,,,,,,,23,4.3,41,2.4,88,1.1,1.9,5,1,1,0,3,0,0,0.19,1,0,0.19,0.28,+0.09,2,
5372,上岡巧汰,B2,広島,23,135,2.08,144,,,,,,,,,,,8,12.5,23,0.0,129,0.0,,2,0,1,1,0,0,0,0.17,1,0,0.15,0.19,+0.04,50,
4421,森作広大,B1,東京,38,99,3.17,144,,,,,,,,,,,24,4.2,35,2.9,28,0.0,0.9,5,2,0,2,0,1,0,0.19,1,0,0.19,0.22,+0.03,23,
4071,古賀千晶,B1,兵庫,45,86,4.51,144,,,,,,,,,,,28,0.0,35,2.9,18,0.0,-2.8,13,8,1,0,4,0,0,0.17,1,0,0.17,0.29,+0.12,1,
5305,伊藤栞,B1,愛知,23,132,2.47,143,,,,,,,,,,,28,0.0,30,0.0,27,0.0,-0.8,3,2,0,1,0,0,0,0.17,1,0,0.16,0.17,+0.00,32,候補
5341,山道諄也,B1,群馬,25,134,3.12,143,,,,,,,,,,,26,7.7,35,0.0,69,0.0,4.1,4,1,0,1,2,0,0,0.19,1,0,0.18,0.24,+0.06,27,慎重型
5148,松本怜,B1,福岡,32,127,5.21,143,,,,,,,,,,,30,3.3,26,0.0,27,0.0,-2.1,21,8,5,4,0,4,0,0.18,1,0,0.19,0.16,-0.03,21,候補
5209,小野京平,B1,福岡,28,129,3.72,143,,,,,,,,,,,28,0.0,28,3.6,30,0.0,-2.0,4,2,0,1,1,0,0,0.20,1,0,0.20,0.20,+0.00,13,候補
5019,柴田百恵,B1,静岡,26,121,5.30,142,,,,,,,,,,,25,4.0,31,3.2,21,0.0,-1.6,13,6,2,3,1,1,0,0.16,2,0,0.16,0.16,-0.00,70,候補
5362,中嶋世奈,B2,静岡,19,134,2.57,142,,,,,,,,,,○,24,0.0,43,0.0,55,0.0,-0.9,3,3,0,0,0,0,0,0.21,2,0,0.20,0.22,+0.02,91,
3302,谷川里江,B1,愛知,59,60,5.35,142,,,,,,,,,,,30,13.3,23,0.0,23,0.0,4.6,27,8,1,13,2,2,1,0.17,1,0,0.17,0.19,+0.02,20,
3286,坂東満,B2,静岡,57,59,3.31,141,,,,,○,,,,,,22,9.1,20,5.0,27,0.0,2.2,16,9,1,4,1,1,0,0.16,1,0,0.16,0.31,+0.15,1,
3778,安達美帆,B1,埼玉,50,76,2.68,141,,,,,,,,,,,25,4.0,33,0.0,19,0.0,1.2,4,2,1,1,0,0,0,0.22,0,0,0.22,,,0,
3901,松田憲幸,B2,山口,49,80,4.62,141,,,,,,,,,,,27,0.0,29,3.4,18,0.0,-3.4,20,12,3,3,1,1,0,0.21,0,0,0.21,,,0,
3801,五反田忍,B1,大阪,52,77,4.74,141,,,,,,,,,,,21,9.5,28,0.0,17,5.9,2.4,19,10,0,8,1,0,0,0.17,0,0,0.17,,,0,
5441,鈴木雄登,B1,愛知,20,137,3.40,141,,,,,,,,,,,10,0.0,14,7.1,117,2.6,,6,0,1,0,4,1,0,0.18,2,0,0.17,0.19,+0.02,29,
5432,安藤瑠希,B1,静岡,21,137,3.08,141,,,,,,,,,,,16,6.2,22,0.0,105,1.9,2.6,3,0,0,1,2,0,0,0.16,0,0,0.16,,,0,
4666,日笠勝弘,B1,大阪,42,109,3.93,141,,,,,○,,,,,,19,0.0,27,11.1,23,0.0,-2.4,10,6,1,0,2,0,1,0.16,0,0,0.16,,,0,
5206,梅原祥平,B1,岡山,29,129,4.40,141,,,,,,,,,,,28,7.1,28,3.6,28,0.0,1.9,9,2,0,3,2,2,0,0.14,1,0,0.14,0.16,+0.02,38,
5103,芝田京介,B2,埼玉,28,125,4.04,140,,,,,,,,,,,24,8.3,24,0.0,39,2.6,3.4,7,1,0,3,1,2,0,0.19,2,0,0.19,0.21,+0.02,39,
5293,眞崎武蔵,B1,静岡,24,132,3.73,140,,,,,,,,,,,16,6.2,28,3.6,48,0.0,1.6,4,1,2,0,1,0,0,0.20,1,0,0.18,0.22,+0.04,50,
5324,畑田希咲,B1,兵庫,23,133,2.69,139,,,,,,,,,,○,30,0.0,29,0.0,29,0.0,-1.0,3,2,0,0,0,1,0,0.21,1,0,0.20,0.22,+0.02,26,
4190,長嶋万記,B2,静岡,45,91,6.60,139,,,,,,,,,,,22,18.2,33,3.0,19,5.3,3.1,36,19,3,6,2,6,0,0.16,1,0,0.16,0.16,-0.00,12,候補
5358,増本杏珠,B2,福岡,21,134,2.83,139,,,,,,,,,,○,28,0.0,25,0.0,40,0.0,-1.4,1,1,0,0,0,0,0,0.20,2,0,0.20,0.29,+0.09,9,
4792,杉村賢也,B1,東京,36,113,4.06,138,,,,,,,,,,,28,10.7,20,0.0,22,4.5,2.8,20,7,0,12,0,1,0,0.16,2,0,0.15,0.26,+0.10,5,
5399,長野未来,B2,三重,24,136,1.32,138,,,,,,,,,,○,14,0.0,11,0.0,121,0.0,,0,0,0,0,0,0,0,0.23,0,0,0.23,,,0,
5353,草川壮良,B1,滋賀,22,134,2.70,138,,,,,,,,,,,20,0.0,47,0.0,65,1.5,-0.7,4,0,0,0,2,2,0,0.18,2,0,0.17,0.22,+0.05,24,慎重型
4479,矢野真梨,B1,山口,38,101,3.78,138,,,,,,,,,,,35,0.0,30,0.0,18,0.0,-1.9,9,4,2,0,2,1,0,0.19,0,0,0.19,,,0,
4724,吉田祐貴,B1,佐賀,40,111,3.44,138,,,,,,,,,,○,24,0.0,26,0.0,21,0.0,-1.9,6,2,2,0,0,2,0,0.18,1,0,0.18,0.22,+0.04,11,
3567,吉岡誠,B1,山口,56,70,3.18,137,,,,,,,,,,,25,8.0,26,0.0,28,0.0,3.0,10,7,1,1,1,0,0,0.18,1,0,0.18,0.18,+0.00,60,候補
5418,堀内亜海,B2,大阪,20,136,1.11,137,,,,,,,,,,○,4,0.0,18,0.0,130,0.0,,0,0,0,0,0,0,0,0.20,1,0,0.20,0.18,-0.03,34,候補
4534,坂咲友理,B1,大阪,36,103,3.78,136,,,,,,,,,,,28,3.6,27,0.0,14,0.0,-0.5,8,5,1,1,1,0,0,0.20,0,0,0.20,,,0,
5259,野田昇吾,B2,埼玉,33,131,3.29,135,,,,,○,,,,,,25,0.0,29,6.9,27,0.0,-2.0,8,4,1,2,1,0,0,0.16,2,0,0.15,0.21,+0.05,7,
5122,相馬翔,B1,埼玉,25,125,3.68,135,,,,,,,,,,,32,3.1,25,0.0,22,0.0,-1.5,15,7,4,3,0,1,0,0.18,1,0,0.17,0.22,+0.05,31,慎重型
3704,本部めぐ,B1,三重,52,74,3.18,135,,,,,,,,,,,24,0.0,29,3.4,20,0.0,-1.9,6,5,0,1,0,0,0,0.22,1,0,0.22,0.23,+0.01,40,
5117,冨名腰桃,B1,福岡,26,125,5.15,135,,,,,○,,,,,,28,10.7,28,10.7,26,0.0,3.5,15,5,0,4,4,2,0,0.18,0,0,0.18,,,0,
5319,近藤颯斗,B1,愛知,25,133,4.42,135,,,,,,,,,,,22,13.6,27,3.7,31,6.5,4.2,24,10,4,4,5,1,0,0.14,3,0,0.13,0.19,+0.05,25,慎重型
5390,高橋涼夏,B2,群馬,19,135,2.81,135,,,,,,,,,,,19,5.3,34,0.0,94,0.0,2.1,2,0,0,1,0,0,1,0.16,2,0,0.16,0.18,+0.02,24,
5138,村本大成,B1,福岡,26,126,3.73,135,,,,,,,,,,○,25,0.0,23,0.0,18,0.0,-1.7,5,5,0,0,0,0,0,0.18,0,0,0.18,,,0,
3107,平岡重典,B1,大阪,62,52,3.71,134,,,,,,,,,,,28,0.0,27,3.7,17,0.0,-1.8,9,5,2,1,1,0,0,0.18,0,0,0.18,,,0,
3372,加藤雅之,B2,広島,59,63,3.31,134,,,,,,,,,,○,30,0.0,23,0.0,25,0.0,-1.4,5,4,1,0,0,0,0,0.21,0,0,0.21,,,0,
5237,永松良教,B2,福岡,26,130,4.98,134,,,,,○,○,,,,,27,0.0,26,7.7,37,2.7,-4.1,13,5,2,1,3,2,0,0.16,2,0,0.14,0.22,+0.08,25,慎重型
4275,菅野はや,B1,広島,43,94,3.37,134,,,,,,,,,,○,21,0.0,26,0.0,21,0.0,-1.8,2,2,0,0,0,0,0,0.21,0,0,0.21,,,0,
4244,鈴木成美,B2,静岡,39,92,4.16,133,,,,,,,,,,,25,4.0,33,0.0,22,0.0,0.8,9,6,0,2,0,1,0,0.14,1,0,0.14,0.17,+0.03,16,
5426,甲斐貴大,B2,福岡,24,137,2.31,133,,,,,,,,,,○,5,0.0,16,0.0,112,0.0,,0,0,0,0,0,0,0,0.19,1,0,0.19,0.25,+0.06,5,
3630,黒田誠司,B1,静岡,56,72,3.74,133,,,,,,,,,,,22,13.6,24,0.0,21,0.0,6.2,5,2,0,1,2,0,0,0.16,0,0,0.16,,,0,
5175,島崎丈一,B1,東京,22,127,4.94,133,,,,,,○,,,,,29,0.0,23,4.3,18,5.6,-4.2,18,9,4,0,2,3,0,0.17,0,0,0.17,,,0,
4691,水原慎,B1,徳島,42,110,4.59,132,,,,,,,,,,,28,0.0,27,0.0,19,0.0,-3.5,16,9,3,3,0,1,0,0.16,0,0,0.16,,,0,
4784,向井田真,B1,広島,38,113,3.25,131,,,,,,,,,,,21,4.8,28,3.6,24,0.0,0.3,13,5,3,4,0,1,0,0.20,2,0,0.19,0.21,+0.02,71,
4176,樋口喜彦,B2,兵庫,43,90,3.35,130,,,,,○,,,,,,27,0.0,37,5.4,13,0.0,-2.0,4,1,0,1,1,1,0,0.17,0,0,0.17,,,0,
4681,太田潮,B1,愛知,35,109,4.01,129,,,,,,,,,,,23,4.3,26,0.0,25,0.0,0.0,11,7,1,1,2,0,0,0.17,0,0,0.17,,,0,
4919,吉田翔悟,B1,長崎,35,118,3.94,129,,,,,,,,,,,24,0.0,25,4.0,33,0.0,-3.9,10,3,2,2,1,1,1,0.16,2,0,0.15,0.17,+0.02,96,
5333,山下智己,B2,兵庫,22,133,3.58,128,,,,,,,,,,,28,3.6,29,3.4,24,0.0,-0.5,18,6,1,3,3,4,1,0.19,2,0,0.19,0.22,+0.04,27,
3448,高山秀雄,B1,群馬,56,65,4.39,128,,,,,,,,,,,30,0.0,25,4.0,19,0.0,-3.6,10,7,2,0,1,0,0,0.20,1,1,0.20,0.18,-0.02,30,候補
3461,渡邊哲也,B1,静岡,59,66,2.80,127,,,,,,,,,,,25,0.0,13,0.0,35,0.0,-0.8,7,5,1,1,0,0,0,0.19,0,0,0.19,,,0,
5436,市川瑚幸,B2,東京,21,137,1.43,127,,,,,,,,,,○,6,0.0,11,0.0,110,0.0,,0,0,0,0,0,0,0,0.21,0,0,0.21,,,0,
3788,一宮稔弘,B2,徳島,54,77,5.14,125,,,,,○,,,,,,27,7.4,29,13.8,20,0.0,-1.1,23,10,3,7,3,0,0,0.13,2,0,0.13,0.23,+0.10,1,
5439,志賀美優,B2,愛知,20,137,1.53,125,,,,,,,,,,,4,0.0,10,0.0,111,0.9,,1,0,0,0,1,0,0,0.21,1,0,0.20,0.24,+0.04,20,
