regno,course,n,r1,r2,r3
5012,2,30,2,3,8
5012,6,35,1,4,6
5012,4,26,5,4,3
4137,2,50,7,17,12
4137,3,51,10,13,10
4137,1,59,42,9,4
4137,5,41,1,10,7
4137,4,41,5,14,15
4137,6,38,2,5,7
3659,5,33,2,4,10
3659,4,35,4,7,9
3659,2,31,1,15,4
3659,6,24,0,1,4
3659,3,28,2,8,8
3659,1,31,16,8,5
3569,4,33,0,1,5
3569,6,28,0,0,4
3569,2,38,4,5,6
3569,1,34,7,13,2
3569,3,36,2,3,9
3569,5,39,2,4,3
5154,6,31,1,3,5
5154,3,40,5,5,8
5154,5,43,0,9,4
5154,2,31,4,5,7
5154,4,29,2,2,8
5154,1,22,8,2,4
3699,1,20,3,6,1
3699,5,20,1,2,4
3699,3,26,1,7,4
3699,2,34,3,4,5
3699,6,32,0,0,8
3699,4,32,5,5,3
4748,4,35,4,14,5
4748,3,44,7,14,9
4748,2,44,10,18,6
4748,1,56,40,5,4
4748,6,40,2,11,9
4748,5,42,3,6,10
4343,5,46,1,5,7
4343,1,28,8,5,5
4343,3,44,1,8,10
4343,6,24,1,0,2
4343,4,26,1,0,9
4343,2,36,2,6,10
4131,3,31,5,5,7
4131,1,36,24,6,3
4131,2,32,5,13,6
4131,4,33,7,6,11
4131,5,34,5,6,7
4131,6,32,0,4,5
5343,6,72,0,9,9
5343,5,39,1,7,11
5343,4,41,1,5,7
5343,3,7,0,4,1
5343,2,6,0,1,1
5343,1,3,1,1,0
4630,2,26,3,6,5
4630,1,45,24,10,4
4630,3,35,6,7,12
4630,6,40,1,5,5
4630,5,27,0,3,8
4630,4,36,1,10,9
4555,4,37,4,4,4
4555,5,31,0,6,11
4555,1,45,26,7,5
4555,2,30,3,5,7
4555,3,38,0,15,9
4555,6,36,0,4,6
4578,3,38,7,10,5
4578,6,34,0,3,4
4578,4,38,3,11,11
4578,5,34,3,7,2
4578,2,38,10,12,5
4578,1,43,32,6,1
4651,5,38,2,1,7
4651,1,20,6,2,1
4651,2,32,3,3,6
4651,4,33,2,0,4
4651,6,28,0,1,3
4651,3,25,1,3,3
4761,2,38,5,7,8
4761,6,42,0,2,7
4761,4,43,6,6,10
4761,5,38,1,2,6
4761,1,52,33,6,6
4761,3,54,9,10,15
4786,6,39,2,5,6
4786,4,47,6,19,11
4786,1,63,45,9,3
4786,2,46,19,10,10
4786,5,44,7,9,6
4786,3,54,11,12,9
3412,1,60,41,10,3
3412,6,47,2,10,13
3412,3,49,10,11,17
3412,2,41,4,17,7
3412,4,47,6,14,7
3412,5,42,5,5,15
3860,3,38,4,4,6
3860,2,39,3,9,3
3860,6,28,0,2,2
3860,1,26,3,4,4
3860,5,35,0,1,2
3860,4,22,1,4,2
5244,4,31,2,2,9
5244,3,34,0,5,4
5244,5,27,0,2,0
5244,2,29,1,1,6
5244,1,16,5,2,5
5244,6,18,0,0,1
4405,2,32,0,6,5
4405,4,33,3,3,4
4405,6,23,0,0,4
4405,3,42,2,5,4
4405,1,27,6,6,7
4405,5,37,0,2,12
4197,5,40,2,1,5
4197,6,20,0,0,2
4197,2,38,1,1,11
4197,4,31,0,1,2
4197,3,42,5,4,4
4197,1,30,8,3,5
5304,6,43,1,2,1
5304,5,30,0,0,0
5304,4,20,0,0,0
5304,2,19,0,0,2
5304,1,11,1,0,1
5304,3,12,1,1,1
5212,2,36,7,13,7
5212,4,36,7,1,10
5212,1,31,21,4,3
5212,3,34,5,10,6
5212,6,26,0,1,6
5212,5,35,5,8,5
2538,4,32,0,1,5
2538,5,29,0,1,4
2538,3,39,0,3,7
2538,2,35,1,2,9
2538,1,24,2,4,4
2538,6,19,0,0,1
4766,5,29,0,3,3
4766,4,25,5,6,3
4766,6,29,0,1,3
4766,1,18,5,3,5
4766,3,24,4,2,3
4766,2,27,1,2,7
4512,5,54,6,6,8
4512,1,66,57,4,0
4512,2,44,12,21,5
4512,3,48,12,14,11
4512,6,38,0,3,11
4512,4,45,9,12,13
5349,6,65,0,0,0
5349,5,42,1,0,1
5349,4,40,0,0,0
5349,3,7,0,0,0
5349,2,4,0,0,1
5349,1,4,0,0,0
4643,6,30,1,2,8
4643,4,36,5,11,9
4643,1,46,38,2,3
4643,3,39,6,11,8
4643,2,32,6,10,5
4643,5,38,6,10,2
3740,4,36,8,6,5
3740,1,56,35,15,3
3740,5,51,10,8,14
3740,6,38,4,5,6
3740,3,41,8,11,9
3740,2,42,8,7,6
4228,5,43,4,3,9
4228,4,46,5,12,14
4228,1,54,29,11,6
4228,6,42,1,5,10
4228,2,36,2,11,8
4228,3,49,15,13,6
4430,3,43,10,8,6
4430,5,41,2,5,9
4430,4,48,7,5,11
4430,1,49,24,11,7
4430,6,36,1,7,8
4430,2,43,6,13,12
5053,2,26,2,6,2
5053,1,28,15,5,3
5053,4,31,3,5,4
5053,3,31,2,8,1
5053,6,40,0,1,3
5053,5,28,0,3,4
4536,1,48,29,9,4
4536,5,46,2,7,14
4536,3,39,7,14,9
4536,6,31,1,2,5
4536,2,42,10,8,9
4536,4,42,6,7,14
4874,2,95,11,10,24
4874,3,45,2,7,10
4874,1,34,9,5,6
4874,4,4,0,0,0
4874,5,2,0,0,1
5198,5,35,1,2,9
5198,2,36,6,6,8
5198,3,32,3,9,4
5198,4,35,3,5,4
5198,6,22,0,0,3
5198,1,18,6,5,1
5200,3,19,0,0,1
5200,6,22,0,0,0
5200,5,19,0,0,0
5200,2,18,1,1,1
5200,4,16,0,0,0
5200,1,8,0,0,1
5123,4,35,1,2,7
5123,3,38,3,6,8
5123,5,38,0,1,5
5123,2,33,2,9,4
5123,6,31,0,0,2
5123,1,33,15,4,5
5406,6,147,0,0,3
5406,5,17,0,0,0
5406,4,1,0,0,0
4336,1,39,25,4,3
4336,5,38,0,2,5
4336,6,40,0,4,3
4336,3,47,1,11,12
4336,4,36,2,9,7
4336,2,35,1,12,9
4527,3,33,1,8,10
4527,6,23,0,1,1
4527,2,29,1,3,10
4527,5,35,0,1,3
4527,4,36,4,4,4
4527,1,25,10,5,1
4174,4,50,6,9,14
4174,5,55,2,11,13
4174,1,70,48,5,7
4174,2,44,5,11,16
4174,3,55,5,13,19
4174,6,11,1,1,1
4342,6,29,1,4,6
4342,4,40,10,10,6
4342,2,38,11,11,3
4342,1,38,31,1,3
4342,3,36,13,8,6
4342,5,34,2,6,13
5310,2,27,0,3,7
5310,4,26,1,2,4
5310,3,30,4,4,7
5310,5,30,0,1,9
5310,6,28,0,2,3
5310,1,19,6,1,5
3808,5,37,1,0,4
3808,4,30,1,3,6
3808,3,39,0,5,5
3808,2,31,2,2,6
3808,1,27,8,7,2
3808,6,25,0,1,1
3995,3,35,6,10,6
3995,4,35,5,6,12
3995,1,48,37,6,2
3995,5,32,4,8,8
3995,6,28,2,3,5
3995,2,35,3,8,9
3158,1,50,29,12,5
3158,3,42,5,10,9
3158,5,35,2,6,10
3158,4,45,6,10,9
3158,2,29,3,7,7
3158,6,31,1,3,4
3629,5,37,4,6,5
3629,1,44,31,6,3
3629,3,36,6,7,9
3629,2,42,7,9,12
3629,6,21,0,1,7
3629,4,45,5,13,8
4142,6,26,0,1,3
4142,3,43,4,12,13
4142,1,42,19,13,7
4142,2,36,7,7,9
4142,4,42,0,5,17
4142,5,39,1,3,6
3773,2,35,0,7,8
3773,1,29,11,9,4
3773,4,35,3,2,11
3773,6,25,0,0,6
3773,5,35,0,1,3
3773,3,32,3,5,5
3920,4,37,3,7,8
3920,1,32,11,9,3
3920,3,53,5,10,14
3920,2,63,5,16,8
3920,5,2,0,0,0
4679,4,42,7,8,10
4679,5,45,4,4,11
4679,1,54,37,8,3
4679,3,41,9,12,6
4679,6,36,1,1,3
4679,2,49,8,14,10
3557,1,76,47,22,2
3557,3,52,7,16,13
3557,5,51,8,11,13
3557,4,53,9,11,10
3557,2,53,4,23,8
3557,6,42,1,4,7
3156,2,49,2,6,5
3156,3,46,3,10,4
3156,1,29,5,11,5
3156,4,30,0,4,5
3156,6,13,0,0,1
3156,5,11,0,0,1
5356,5,36,2,7,10
5356,4,25,3,5,2
5356,6,41,1,5,8
5356,2,19,6,0,3
5356,3,27,2,5,6
5356,1,17,8,4,2
4226,3,43,3,8,8
4226,2,35,1,6,12
4226,6,31,1,2,3
4226,4,32,4,1,6
4226,5,36,1,4,7
4226,1,32,15,7,3
5413,6,118,0,1,2
5413,5,29,1,2,3
3304,1,55,35,9,5
3304,2,50,5,16,15
3304,6,35,0,4,6
3304,3,37,6,11,6
3304,5,47,2,4,12
3304,4,40,5,8,8
3711,3,60,8,12,20
3711,1,67,34,18,8
3711,4,40,6,12,10
3711,5,49,5,11,9
3711,6,42,3,4,5
3711,2,47,4,16,12
4822,5,32,3,6,7
4822,3,46,7,16,10
4822,1,52,33,13,1
4822,2,45,7,15,8
4822,6,42,0,2,12
4822,4,48,2,13,9
3796,6,42,0,4,3
3796,2,34,4,8,4
3796,3,33,1,7,7
3796,4,33,3,8,7
3796,1,28,9,13,2
3796,5,31,1,2,6
5039,4,47,5,7,7
5039,2,36,3,6,5
5039,6,24,0,2,0
5039,5,37,0,9,7
5039,3,36,2,9,5
5039,1,32,17,7,0
4778,1,36,17,4,6
4778,4,29,3,5,5
4778,5,28,2,4,6
4778,3,33,7,7,5
4778,6,26,1,2,2
4778,2,34,5,9,3
3265,2,120,17,24,22
3265,1,64,28,15,11
4817,5,32,4,4,10
4817,6,33,0,4,4
4817,1,45,31,5,2
4817,2,34,6,11,6
4817,3,39,10,7,6
4817,4,31,1,11,8
4277,4,37,3,5,6
4277,5,38,7,2,8
4277,3,30,4,7,4
4277,2,32,3,8,4
4277,6,30,3,1,1
4277,1,27,14,4,1
4360,5,38,2,6,5
4360,4,42,7,6,8
4360,2,37,4,10,6
4360,3,48,4,10,16
4360,1,37,17,5,8
4360,6,32,2,4,9
3226,2,42,0,9,9
3226,5,35,1,4,11
3226,4,34,3,3,7
3226,3,33,1,5,8
3226,1,36,14,9,4
3226,6,28,0,2,2
3550,3,43,9,6,6
3550,4,43,7,5,7
3550,2,45,8,10,9
3550,6,32,1,2,4
3550,1,41,23,9,4
3550,5,34,3,4,8
4547,4,44,6,14,8
4547,6,35,0,3,9
4547,5,42,3,8,11
4547,1,51,25,12,7
4547,3,33,7,5,6
4547,2,34,5,12,6
4323,6,34,0,0,11
4323,3,31,4,7,2
4323,1,29,15,9,0
4323,2,34,4,7,7
4323,5,37,1,5,5
4323,4,34,5,11,3
5249,2,35,4,8,9
5249,6,35,2,3,3
5249,4,31,0,7,8
5249,1,32,11,5,4
5249,5,34,1,4,7
5249,3,30,8,4,9
4516,6,33,1,4,5
4516,4,53,8,10,18
4516,1,58,36,12,7
4516,2,49,13,14,11
4516,5,47,3,5,14
4516,3,43,9,12,9
4299,5,33,0,1,7
4299,2,33,1,8,8
4299,3,30,1,5,7
4299,4,36,1,8,8
4299,6,23,0,1,2
4299,1,18,6,3,4
4538,1,37,16,6,2
4538,6,48,9,4,4
4538,4,37,18,2,6
4538,5,45,14,6,3
4538,3,24,9,6,4
4538,2,21,6,4,2
3775,2,40,3,5,7
3775,6,40,0,2,4
3775,4,38,0,1,6
3775,3,36,4,5,5
3775,1,29,7,8,7
3775,5,35,1,4,3
4140,6,27,1,1,7
4140,2,35,3,11,8
4140,1,46,33,5,2
4140,4,32,3,8,9
4140,5,39,0,8,6
4140,3,36,7,15,5
4118,1,58,34,16,3
4118,5,36,2,7,10
4118,3,45,4,14,7
4118,6,44,2,4,12
4118,2,37,7,10,8
4118,4,54,11,12,12
4036,1,55,37,11,5
4036,4,40,6,9,7
4036,5,35,3,10,9
4036,2,39,6,10,7
4036,3,43,6,12,14
4036,6,41,3,4,13
4271,2,36,1,10,7
4271,6,23,0,3,2
4271,4,38,3,4,11
4271,5,43,0,8,8
4271,1,28,7,8,5
4271,3,36,4,4,7
4636,3,30,5,6,4
4636,5,32,0,1,3
4636,4,27,4,1,3
4636,2,24,0,4,2
4636,6,28,1,0,4
4636,1,24,6,3,4
4917,5,32,0,1,4
4917,1,26,8,3,5
4917,4,33,2,5,4
4917,3,42,4,10,4
4917,6,27,1,1,2
4917,2,30,3,7,3
4457,4,38,1,4,6
4457,2,27,1,4,9
4457,1,25,9,4,3
4457,5,29,2,5,5
4457,3,31,4,7,9
4457,6,30,0,5,3
5392,6,111,0,1,1
5392,5,27,0,0,0
5392,4,21,0,1,1
3935,1,23,9,8,1
3935,2,35,1,11,6
3935,5,26,0,3,3
3935,4,29,2,4,11
3935,3,29,4,6,6
3935,6,34,0,3,6
3477,2,32,1,2,7
3477,5,32,0,2,9
3477,6,28,0,2,1
3477,1,27,5,4,3
3477,3,37,0,4,6
3477,4,34,1,1,7
4020,3,31,2,5,5
4020,6,32,1,2,2
4020,5,41,1,3,6
4020,2,35,2,6,4
4020,1,26,10,2,5
4020,4,29,1,3,4
3411,4,38,1,2,0
3411,2,33,0,5,5
3411,5,40,0,0,10
3411,3,37,1,6,7
3411,1,26,7,5,3
3411,6,19,0,0,1
4988,5,34,2,3,1
4988,4,33,4,3,3
4988,3,42,4,12,5
4988,2,32,0,10,4
4988,1,25,13,2,2
4988,6,35,0,1,1
5408,6,66,0,0,4
5408,5,9,0,0,0
5408,4,2,0,0,0
4691,1,24,12,4,1
4691,5,31,0,3,9
4691,6,22,0,1,3
4691,2,31,5,5,4
4691,3,32,4,7,7
4691,4,29,0,3,5
3746,4,48,3,10,9
3746,1,58,34,9,4
3746,5,45,3,4,15
3746,2,44,6,14,11
3746,3,46,3,11,9
3746,6,40,0,2,12
4564,2,30,1,10,4
4564,5,37,0,2,6
4564,6,27,0,0,3
4564,1,30,8,8,7
4564,4,39,1,7,11
4564,3,42,1,12,6
4949,3,43,9,9,13
4949,6,31,3,2,5
4949,4,41,4,9,8
4949,2,37,6,9,6
4949,1,57,37,10,5
4949,5,40,2,7,9
3656,6,29,1,3,3
3656,1,33,11,13,6
3656,2,28,1,10,4
3656,3,39,2,13,7
3656,5,36,2,3,11
3656,4,32,2,5,7
5303,5,42,2,4,11
5303,4,39,7,6,11
5303,3,37,1,10,12
5303,1,33,18,9,0
5303,2,34,5,11,4
5303,6,31,0,2,10
4033,4,40,7,8,11
4033,5,37,2,10,5
4033,3,41,7,14,5
4033,1,49,38,7,1
4033,2,49,9,17,8
4033,6,37,1,4,11
5288,5,33,1,3,6
5288,3,35,1,4,3
5288,4,30,1,4,7
5288,6,26,1,0,0
5288,1,23,6,1,1
5288,2,25,2,3,2
4257,2,28,0,10,6
4257,5,32,1,6,3
4257,1,27,12,4,1
4257,3,35,0,4,6
4257,6,27,1,1,2
4257,4,31,8,4,6
3934,1,36,13,6,9
3934,3,51,3,13,12
3934,6,29,0,2,3
3934,5,44,3,3,16
3934,2,36,3,10,9
3934,4,45,2,11,9
4463,3,33,6,6,9
4463,6,28,1,3,6
4463,2,38,4,8,13
4463,1,45,19,17,4
4463,5,38,2,7,8
4463,4,42,5,12,7
4200,6,32,0,3,6
4200,2,34,2,4,9
4200,1,32,12,6,4
4200,5,35,0,4,3
4200,3,39,2,5,7
4200,4,43,1,4,5
4876,3,36,5,4,5
4876,5,30,0,4,3
4876,6,39,0,1,5
4876,1,31,19,3,1
4876,4,40,4,8,9
4876,2,40,0,15,4
3024,2,111,28,31,14
3024,1,97,46,18,7
3024,3,9,1,4,0
3024,5,1,0,1,0
3024,6,1,0,0,0
3024,4,1,1,0,0
4518,6,32,0,3,6
4518,3,51,15,15,13
4518,1,51,36,7,2
4518,4,36,9,9,10
4518,2,39,9,11,9
4518,5,39,7,6,7
3546,1,31,6,6,5
3546,3,33,2,4,7
3546,2,42,0,9,11
3546,4,53,4,5,13
3546,5,23,0,2,2
3546,6,23,1,0,4
4449,4,42,4,8,4
4449,2,28,1,4,3
4449,6,26,1,3,1
4449,1,25,9,5,4
4449,5,31,3,1,8
4449,3,36,4,4,2
5101,5,29,0,2,2
5101,4,33,1,4,8
5101,3,26,0,2,1
5101,2,27,1,5,6
5101,1,16,2,3,1
5101,6,19,0,2,2
4793,2,45,12,16,4
4793,3,45,15,8,7
4793,1,47,32,5,6
4793,5,41,5,10,7
4793,6,41,1,7,5
4793,4,41,10,4,9
3612,1,71,41,17,3
3612,4,58,12,13,13
3612,3,51,8,22,10
3612,5,35,1,6,4
3612,2,66,5,23,18
3612,6,11,0,0,3
4260,3,39,9,5,8
4260,1,44,28,9,2
4260,2,43,2,10,6
4260,6,40,0,4,6
4260,5,44,2,11,8
4260,4,42,8,10,6
4880,5,34,0,6,5
4880,4,31,4,7,9
4880,1,23,7,6,3
4880,2,27,2,6,5
4880,6,29,0,2,10
4880,3,30,4,11,8
3974,4,32,2,3,4
3974,1,21,5,7,2
3974,6,20,1,0,0
3974,2,27,3,6,2
3974,5,26,0,1,6
3974,3,37,0,9,11
5401,6,108,1,3,6
5401,5,2,0,1,0
4056,3,15,1,2,2
4056,5,12,0,2,3
4056,1,9,4,1,1
4056,6,10,0,1,1
4056,2,15,2,2,2
4056,4,11,0,3,4
3556,4,37,8,8,8
3556,3,42,7,15,11
3556,2,38,5,10,11
3556,1,67,51,9,5
3556,5,45,4,10,11
3556,6,30,0,3,6
4543,2,38,9,7,10
4543,1,56,38,10,1
4543,4,47,4,12,16
4543,3,48,8,11,10
4543,6,31,0,6,8
4543,5,32,3,6,6
3224,1,24,5,6,2
3224,3,33,3,5,5
3224,4,36,0,6,6
3224,5,43,1,1,9
3224,2,39,1,7,7
3224,6,17,0,0,1
4762,2,37,8,12,4
4762,1,63,50,6,4
4762,4,37,8,6,9
4762,5,33,4,6,9
4762,3,38,9,10,9
4762,6,46,5,6,11
4711,6,31,0,3,6
4711,2,38,4,12,8
4711,3,38,7,8,13
4711,1,40,19,12,3
4711,5,51,4,9,10
4711,4,33,4,10,9
4193,4,51,10,8,13
4193,1,52,35,8,6
4193,3,49,13,15,8
4193,6,34,2,2,4
4193,2,52,14,17,5
4193,5,42,3,0,6
5096,6,39,0,3,6
5096,5,41,5,8,9
5096,3,44,10,10,8
5096,1,43,28,5,4
5096,2,40,5,12,4
5096,4,43,5,6,9
3444,5,25,1,1,4
3444,2,27,0,0,2
3444,1,16,6,2,0
3444,3,28,1,3,3
3444,6,22,0,1,1
3444,4,20,2,2,0
4511,1,29,11,6,5
4511,5,36,0,1,11
4511,3,37,2,6,7
4511,6,32,2,1,3
4511,2,35,1,6,10
4511,4,37,2,6,8
4664,2,31,2,4,6
4664,3,26,5,5,1
4664,4,30,1,3,5
4664,5,28,0,1,4
4664,6,18,0,0,3
4664,1,18,3,3,4
4435,3,35,4,13,5
4435,6,30,0,1,5
4435,5,27,4,2,7
4435,2,29,7,4,7
4435,1,28,14,4,2
4435,4,33,3,5,10
4782,4,27,1,6,3
4782,5,28,0,3,1
4782,3,26,2,3,7
4782,6,20,0,0,5
4782,1,18,6,2,4
4782,2,20,5,2,2
5363,6,95,0,0,1
5363,5,5,1,0,0
5363,3,1,0,0,0
3812,1,34,11,5,4
3812,3,32,0,5,4
3812,5,32,1,2,8
3812,6,32,1,0,5
3812,4,39,2,5,14
3812,2,38,2,11,8
3442,2,29,0,7,7
3442,4,32,1,3,9
3442,5,35,1,3,7
3442,1,24,8,6,7
3442,3,30,1,5,11
3442,6,26,0,1,4
4355,4,25,0,3,3
4355,2,25,0,1,3
4355,5,24,0,0,2
4355,3,25,0,2,5
4355,1,17,4,3,2
4355,6,27,0,0,1
4842,6,39,2,3,4
4842,4,42,3,8,11
4842,1,39,23,8,2
4842,2,35,6,7,7
4842,5,30,3,4,10
4842,3,38,5,13,9
4218,5,45,1,11,9
4218,4,55,6,17,12
4218,1,59,46,8,3
4218,3,63,10,24,13
4218,2,56,10,20,15
4218,6,2,0,0,1
3372,3,27,1,1,3
3372,6,24,0,1,1
3372,1,21,3,5,3
3372,4,30,0,2,4
3372,5,23,0,0,0
3372,2,26,0,3,6
3992,5,26,2,2,4
3992,2,30,2,9,10
3992,3,26,4,1,10
3992,1,30,14,4,2
3992,6,32,1,3,6
3992,4,31,4,6,5
4295,6,33,0,4,13
4295,4,39,6,14,6
4295,2,46,12,14,13
4295,1,65,51,6,6
4295,5,49,3,11,14
4295,3,39,11,8,5
5032,3,40,6,6,9
5032,6,30,1,2,6
5032,1,32,17,6,4
5032,2,34,4,7,12
5032,5,32,3,5,7
5032,4,37,3,6,8
4204,4,39,4,6,5
4204,2,31,7,7,10
4204,6,31,2,1,3
4204,1,30,12,7,4
4204,3,35,3,8,7
4204,5,29,1,4,2
4108,2,35,6,6,7
4108,5,42,2,6,7
4108,1,37,28,6,2
4108,4,40,4,10,4
4108,3,38,7,8,8
4108,6,28,0,4,5
3757,1,26,11,2,8
3757,5,35,1,7,7
3757,2,32,2,12,8
3757,6,18,1,2,1
3757,3,32,1,8,10
3757,4,36,4,7,8
4105,5,42,3,4,12
4105,3,48,4,8,17
4105,6,33,0,2,6
4105,2,42,5,22,6
4105,1,45,16,9,4
4105,4,43,2,11,9
3212,4,45,5,5,8
3212,3,39,2,6,4
3212,2,43,1,6,9
3212,1,31,11,7,5
3212,5,16,1,0,2
3212,6,11,0,1,1
4700,6,32,0,3,10
4700,3,35,3,12,4
4700,4,42,6,8,9
4700,2,34,7,13,8
4700,1,39,24,5,2
4700,5,28,4,4,5
3461,3,17,0,0,1
3461,6,30,0,0,1
3461,5,13,0,0,1
3461,1,13,5,3,1
3461,4,21,0,0,1
3461,2,24,2,3,4
3523,1,22,5,10,2
3523,4,28,1,1,3
3523,2,26,0,4,6
3523,5,29,0,3,7
3523,6,31,0,3,5
3523,3,30,1,5,7
3870,2,42,2,5,5
3870,6,31,1,0,2
3870,1,29,10,6,3
3870,4,42,7,3,8
3870,3,40,3,5,7
3870,5,31,1,6,4
4245,2,40,7,6,3
4245,3,34,2,6,10
4245,4,29,3,5,4
4245,5,35,0,2,4
4245,1,28,9,6,5
4245,6,32,1,2,4
3714,1,28,14,4,3
3714,6,28,0,0,3
3714,3,36,3,4,11
3714,2,36,2,8,3
3714,5,36,1,2,5
3714,4,36,3,6,4
4850,6,29,1,3,6
4850,2,39,12,8,9
4850,4,45,5,8,10
4850,1,49,38,5,2
4850,5,49,7,7,13
4850,3,47,6,11,13
3731,4,39,3,3,6
3731,1,36,14,11,4
3731,2,54,4,11,16
3731,3,45,1,9,10
3731,6,15,0,3,2
3731,5,24,0,4,5
3558,3,33,3,6,9
3558,4,40,3,2,4
3558,2,34,4,8,8
3558,1,31,16,3,3
3558,5,27,1,2,7
3558,6,22,0,0,3
4239,5,44,3,12,3
4239,6,31,2,3,4
4239,4,37,5,5,8
4239,2,44,11,16,7
4239,3,38,10,16,7
4239,1,59,42,10,3
4303,2,32,4,8,11
4303,1,36,17,9,6
4303,5,35,1,6,6
4303,3,36,5,4,3
4303,6,31,0,1,5
4303,4,35,1,7,8
3654,4,46,11,8,6
3654,2,39,6,13,7
3654,5,38,4,11,8
3654,1,51,34,5,4
3654,3,34,6,9,7
3654,6,22,2,3,2
4594,1,44,31,7,2
4594,3,38,2,12,8
4594,5,44,3,6,11
4594,2,37,7,8,6
4594,4,51,9,7,14
4594,6,15,0,1,3
3742,6,22,0,1,2
3742,1,28,10,5,4
3742,4,32,1,3,5
3742,3,37,4,9,6
3742,2,30,3,6,6
3742,5,32,1,2,7
4896,5,34,1,2,6
4896,4,31,1,5,6
4896,3,39,4,6,7
4896,2,27,2,1,4
4896,6,29,0,0,4
4896,1,25,10,3,4
3787,3,36,0,5,8
3787,4,27,1,3,1
3787,6,23,0,0,2
3787,1,23,6,5,4
3787,5,30,0,1,3
3787,2,31,0,2,8
3771,1,37,23,5,5
3771,5,39,4,3,6
3771,6,25,1,1,6
3771,2,39,6,11,8
3771,3,33,2,5,12
3771,4,42,3,7,14
5043,3,41,11,9,7
5043,1,47,30,9,1
5043,6,42,2,7,8
5043,5,50,8,11,7
5043,2,44,5,17,5
5043,4,36,3,10,10
4513,2,33,4,11,7
4513,5,30,3,3,7
4513,1,47,31,10,2
4513,3,41,10,6,7
4513,4,37,3,7,9
4513,6,34,1,0,7
3833,5,44,2,9,9
3833,1,73,54,10,2
3833,6,31,0,6,6
3833,4,53,4,13,12
3833,2,49,12,16,9
3833,3,48,6,14,11
3642,4,31,1,1,8
3642,5,31,1,2,1
3642,1,19,7,3,2
3642,2,34,1,6,5
3642,3,32,1,3,5
3642,6,21,1,0,2
4828,1,50,31,8,4
4828,5,34,4,6,12
4828,6,36,1,4,12
4828,4,37,6,7,8
4828,2,32,10,12,1
4828,3,32,8,6,11
4368,3,37,3,4,7
4368,2,29,1,4,3
4368,6,33,0,1,2
4368,5,26,0,3,6
4368,1,20,8,4,2
4368,4,31,1,3,2
4635,2,30,4,6,3
4635,5,31,1,4,4
4635,3,36,7,10,4
4635,4,25,6,2,4
4635,1,27,15,3,4
4635,6,26,1,1,5
5238,4,37,9,6,6
5238,6,39,3,3,3
5238,5,40,7,5,5
5238,2,41,7,10,4
5238,1,44,24,13,4
5238,3,39,10,10,5
4049,1,60,43,9,5
4049,4,54,4,4,21
4049,5,45,2,5,14
4049,2,51,7,16,11
4049,3,55,8,11,14
4049,6,20,0,1,3
4974,3,32,7,7,7
4974,6,33,0,2,6
4974,1,39,18,6,5
4974,4,39,9,5,8
4974,5,33,4,6,7
4974,2,43,7,13,10
4487,2,42,8,8,4
4487,4,40,2,5,5
4487,3,47,5,10,7
4487,1,26,11,4,2
4487,5,37,1,2,7
4487,6,27,0,1,7
4365,5,34,3,5,2
4365,2,38,7,11,12
4365,6,35,0,0,6
4365,3,33,6,7,9
4365,4,40,9,8,6
4365,1,39,20,9,4
5293,6,50,0,1,1
5293,5,21,1,1,1
5293,2,21,0,2,3
5293,4,10,1,1,1
5293,1,8,1,1,2
5293,3,15,0,3,2
4889,1,28,16,5,1
4889,5,31,2,2,3
4889,3,31,10,7,4
4889,4,24,2,3,3
4889,2,28,3,9,7
4889,6,29,0,3,1
3257,2,137,32,32,15
3257,3,13,2,3,3
3257,1,49,36,8,0
3257,4,5,0,2,1
4593,4,40,4,8,11
4593,6,31,1,3,6
4593,2,38,6,11,8
4593,5,45,0,5,17
4593,1,43,25,10,4
4593,3,34,5,8,10
4050,6,40,1,6,9
4050,3,35,10,12,5
4050,2,33,10,12,6
4050,4,36,7,8,10
4050,5,32,4,9,7
4050,1,60,48,8,1
5344,5,46,1,1,10
5344,6,49,2,3,6
5344,4,26,5,3,8
5344,3,35,4,4,4
5344,2,17,1,6,1
5344,1,13,6,2,0
5192,3,37,2,7,9
5192,5,27,3,3,6
5192,4,34,4,6,6
5192,6,39,1,0,4
5192,1,29,14,3,3
5192,2,30,7,7,5
4688,5,39,5,6,7
4688,1,56,40,8,4
4688,2,37,8,12,8
4688,6,43,3,3,8
4688,4,42,6,10,13
4688,3,30,6,12,0
4589,2,29,3,6,9
4589,4,29,4,3,6
4589,1,24,13,5,2
4589,6,22,0,2,1
4589,3,28,6,5,5
4589,5,30,1,1,5
4747,1,24,9,2,3
4747,5,32,0,2,4
4747,2,31,3,8,3
4747,6,33,0,1,1
4747,3,34,1,8,5
4747,4,24,3,2,6
5294,6,27,0,1,0
5294,4,35,1,4,4
5294,1,24,7,5,2
5294,2,36,2,5,4
5294,3,30,4,1,7
5294,5,31,0,2,2
4199,4,67,6,8,17
4199,2,90,14,23,26
4199,1,68,50,10,5
4199,3,76,5,21,18
4199,5,7,1,0,0
3370,3,29,2,2,8
3370,5,34,0,2,4
3370,2,36,2,3,3
3370,1,22,8,2,3
3370,4,27,0,4,3
3370,6,21,0,2,1
3918,2,45,8,15,9
3918,4,47,10,9,15
3918,3,39,8,8,8
3918,5,33,3,8,7
3918,1,53,32,10,6
3918,6,45,0,7,12
5132,5,36,4,10,11
5132,3,42,10,9,12
5132,1,65,37,9,9
