regno,選手名,全国ダッシュn,全国ダッシュST,全国スローn,全国スローST,当地ダッシュn,当地ダッシュST,当地スローn,当地スローST,採用スローST,スロー源,スロー遅れ,スロー巧者,採用ダッシュST,ダッシュ源,ダッシュ遅れ,ダッシュ巧者
4725,佐竹太一,100.0,0.177,104.0,0.185,4.0,0.17,4.0,0.172,0.185,全国,●,,0.177,全国,,
4726,島田なぎさ,30.0,0.132,41.0,0.143,4.0,0.143,6.0,0.152,0.143,全国,,,0.132,全国,,
4727,安部慎一,92.0,0.155,90.0,0.148,,,,,0.148,全国,,,0.155,全国,,
4728,山口亮,91.0,0.192,91.0,0.169,,,,,0.169,全国,,,0.192,全国,●,
4729,佐藤謙史朗,63.0,0.194,62.0,0.195,4.0,0.268,4.0,0.215,0.195,全国,●,,0.194,全国,●,
4730,土屋実沙希,82.0,0.183,91.0,0.149,6.0,0.142,7.0,0.137,0.149,全国,,,0.183,全国,●,
4731,間野兼礼,92.0,0.147,86.0,0.169,9.0,0.154,6.0,0.178,0.169,全国,,,0.147,全国,,
4732,堀本和也,128.0,0.113,149.0,0.112,3.0,0.11,5.0,0.08,0.112,全国,,●,0.113,全国,,●
4733,赤井睦,84.0,0.149,82.0,0.152,,,,,0.152,全国,,,0.149,全国,,
4734,安河内将,114.0,0.154,127.0,0.14,5.0,0.166,5.0,0.142,0.14,全国,,,0.154,全国,,
4735,角山雄哉,96.0,0.158,102.0,0.145,4.0,0.17,4.0,0.158,0.145,全国,,,0.158,全国,,
4736,高倉和士,128.0,0.132,127.0,0.131,9.0,0.091,11.0,0.115,0.115,当地,,●,0.132,全国,,
4737,竹井貴史,108.0,0.144,144.0,0.168,4.0,0.11,6.0,0.162,0.168,全国,,,0.144,全国,,
4738,清埜翔子,127.0,0.158,149.0,0.156,9.0,0.142,10.0,0.134,0.134,当地,,,0.158,全国,,
4739,中村晃朋,111.0,0.143,148.0,0.145,8.0,0.142,11.0,0.135,0.135,当地,,,0.143,全国,,
4740,齋藤達希,105.0,0.192,105.0,0.159,8.0,0.238,7.0,0.156,0.159,全国,,,0.192,全国,●,
4743,木村仁紀,136.0,0.145,151.0,0.138,2.0,0.225,4.0,0.162,0.138,全国,,,0.145,全国,,
4744,伊藤玲奈,72.0,0.236,73.0,0.212,4.0,0.265,5.0,0.19,0.212,全国,●,,0.236,全国,●,
4746,大豆生田蒼,75.0,0.196,82.0,0.181,5.0,0.23,5.0,0.194,0.181,全国,●,,0.196,全国,●,
4747,山戸信二,88.0,0.171,88.0,0.164,,,,,0.164,全国,,,0.171,全国,,
4748,渡邉雄朗,114.0,0.154,144.0,0.14,8.0,0.181,11.0,0.158,0.158,当地,,,0.154,全国,,
4750,井上尚悟,92.0,0.176,81.0,0.158,,,,,0.158,全国,,,0.176,全国,,
4752,西尾亮輔,104.0,0.181,95.0,0.165,4.0,0.115,5.0,0.196,0.165,全国,,,0.181,全国,●,
4753,森照夫,60.0,0.154,51.0,0.147,,,,,0.147,全国,,,0.154,全国,,
4754,松尾充,109.0,0.159,114.0,0.151,22.0,0.133,25.0,0.15,0.15,当地,,,0.133,当地,,
4757,山田祐也,118.0,0.139,142.0,0.139,9.0,0.139,9.0,0.149,0.139,全国,,,0.139,全国,,
4758,富樫麗加,53.0,0.17,49.0,0.127,,,,,0.127,全国,,●,0.17,全国,,
4759,今泉友吾,110.0,0.164,129.0,0.152,3.0,0.123,8.0,0.152,0.152,全国,,,0.164,全国,,
4760,山崎郡,140.0,0.131,164.0,0.143,4.0,0.152,5.0,0.132,0.143,全国,,,0.131,全国,,
4761,山田晃大,122.0,0.14,144.0,0.135,,,,,0.135,全国,,,0.14,全国,,
4762,藤原啓史朗,115.0,0.121,137.0,0.131,4.0,0.08,4.0,0.09,0.131,全国,,,0.121,全国,,●
4764,小池礼乃,93.0,0.176,107.0,0.162,4.0,0.143,5.0,0.116,0.162,全国,,,0.176,全国,,
4765,野田部宏子,92.0,0.12,85.0,0.135,,,,,0.135,全国,,,0.12,全国,,●
4766,石井孝之,83.0,0.14,69.0,0.149,4.0,0.108,5.0,0.178,0.149,全国,,,0.14,全国,,
4769,馬場剛,130.0,0.12,134.0,0.111,5.0,0.09,3.0,0.113,0.111,全国,,●,0.12,全国,,●
4771,下寺秀和,125.0,0.16,143.0,0.147,9.0,0.159,11.0,0.146,0.146,当地,,,0.16,全国,,
4772,石丸海渡,105.0,0.112,123.0,0.109,8.0,0.103,11.0,0.077,0.077,当地,,●,0.112,全国,,●
4773,中川りな,123.0,0.186,149.0,0.172,4.0,0.2,3.0,0.27,0.172,全国,,,0.186,全国,●,
4775,千葉真弥,82.0,0.167,88.0,0.144,,,,,0.144,全国,,,0.167,全国,,
4776,竹田和哉,132.0,0.16,155.0,0.143,8.0,0.148,8.0,0.138,0.143,全国,,,0.16,全国,,
4778,堤啓輔,82.0,0.169,101.0,0.16,,,,,0.16,全国,,,0.169,全国,,
4779,伊倉光,97.0,0.171,90.0,0.161,6.0,0.157,4.0,0.135,0.161,全国,,,0.171,全国,,
4781,西舘果里,33.0,0.182,33.0,0.156,,,,,0.156,全国,,,0.182,全国,●,
4782,浜崎準也,74.0,0.196,63.0,0.167,,,,,0.167,全国,,,0.196,全国,●,
4784,向井田真紀,69.0,0.213,66.0,0.187,6.0,0.19,8.0,0.204,0.187,全国,●,,0.213,全国,●,
4785,木幡純也,91.0,0.193,91.0,0.184,8.0,0.198,9.0,0.144,0.184,全国,●,,0.193,全国,●,
4786,佐藤博亮,130.0,0.129,163.0,0.138,,,,,0.138,全国,,,0.129,全国,,●
4787,椎名豊,118.0,0.141,145.0,0.134,,,,,0.134,全国,,,0.141,全国,,
4788,小池哲也,119.0,0.159,150.0,0.146,5.0,0.132,6.0,0.168,0.146,全国,,,0.159,全国,,
4789,古賀智之,108.0,0.171,115.0,0.155,,,,,0.155,全国,,,0.171,全国,,
4790,柳内敬太,129.0,0.167,138.0,0.146,,,,,0.146,全国,,,0.167,全国,,
4791,黒澤めぐみ,101.0,0.198,111.0,0.186,,,,,0.186,全国,●,,0.198,全国,●,
4792,杉村賢也,66.0,0.177,79.0,0.144,,,,,0.144,全国,,,0.177,全国,,
4793,金子萌,122.0,0.136,136.0,0.132,5.0,0.112,6.0,0.143,0.132,全国,,,0.136,全国,,
4794,和田拓也,83.0,0.128,100.0,0.141,4.0,0.108,7.0,0.119,0.141,全国,,,0.128,全国,,●
4796,春園功太,112.0,0.134,129.0,0.146,15.0,0.109,20.0,0.161,0.161,当地,,,0.109,当地,,●
4797,中山将,105.0,0.142,104.0,0.134,9.0,0.117,10.0,0.149,0.149,当地,,,0.142,全国,,
4798,浜先真範,120.0,0.138,141.0,0.125,,,,,0.125,全国,,●,0.138,全国,,
4803,飯田庄吾,87.0,0.194,90.0,0.182,4.0,0.202,4.0,0.172,0.182,全国,●,,0.194,全国,●,
4804,高田ひかる,110.0,0.179,125.0,0.19,11.0,0.189,14.0,0.219,0.219,当地,●,,0.189,当地,●,
4808,松尾拓,128.0,0.175,123.0,0.156,29.0,0.151,31.0,0.166,0.166,当地,,,0.151,当地,,
4809,外崎悟,97.0,0.153,97.0,0.162,,,,,0.162,全国,,,0.153,全国,,
4811,向井田佑紀,117.0,0.17,120.0,0.155,,,,,0.155,全国,,,0.17,全国,,
4812,西野雄貴,105.0,0.14,123.0,0.134,,,,,0.134,全国,,,0.14,全国,,
4813,宮内直哉,93.0,0.19,85.0,0.184,,,,,0.184,全国,●,,0.19,全国,●,
4815,伏島祐介,79.0,0.188,66.0,0.193,,,,,0.193,全国,●,,0.188,全国,●,
4816,村松修二,109.0,0.161,101.0,0.149,4.0,0.198,5.0,0.124,0.149,全国,,,0.161,全国,,
4817,渡邉翼,96.0,0.149,118.0,0.137,,,,,0.137,全国,,,0.149,全国,,
4818,伏見俊介,51.0,0.137,10.0,0.175,10.0,0.167,4.0,0.192,0.175,全国,,,0.167,当地,,
4819,蜂須瑞生,104.0,0.177,107.0,0.154,5.0,0.32,1.0,0.26,0.154,全国,,,0.177,全国,,
4821,妻鳥晋也,111.0,0.171,103.0,0.195,7.0,0.176,7.0,0.186,0.195,全国,●,,0.171,全国,,
4822,百武翔,122.0,0.189,142.0,0.149,,,,,0.149,全国,,,0.189,全国,●,
4823,中村桃佳,100.0,0.146,122.0,0.134,,,,,0.134,全国,,,0.146,全国,,
4824,松井洪弥,123.0,0.119,138.0,0.124,21.0,0.12,24.0,0.131,0.131,当地,,,0.12,当地,,●
4825,倉持莉々,102.0,0.129,117.0,0.136,5.0,0.116,7.0,0.144,0.136,全国,,,0.129,全国,,●
4826,井上一輝,120.0,0.137,151.0,0.13,5.0,0.128,6.0,0.12,0.13,全国,,●,0.137,全国,,
4828,松山将吾,107.0,0.157,113.0,0.136,8.0,0.165,9.0,0.154,0.136,全国,,,0.157,全国,,
4831,羽野直也,94.0,0.153,96.0,0.143,5.0,0.154,7.0,0.16,0.143,全国,,,0.153,全国,,
4832,権藤俊光,118.0,0.141,132.0,0.14,10.0,0.131,11.0,0.138,0.138,当地,,,0.131,当地,,
4834,浜本裕己,124.0,0.151,138.0,0.136,5.0,0.158,5.0,0.102,0.136,全国,,,0.151,全国,,
4835,橋本明,110.0,0.153,108.0,0.152,,,,,0.152,全国,,,0.153,全国,,
4836,大谷健太,90.0,0.153,89.0,0.191,,,,,0.191,全国,●,,0.153,全国,,
4837,酒井陽祐,94.0,0.156,96.0,0.156,5.0,0.134,4.0,0.162,0.156,全国,,,0.156,全国,,
4839,四宮与寛,99.0,0.146,111.0,0.136,,,,,0.136,全国,,,0.146,全国,,
4840,鈴木秀茉,108.0,0.174,103.0,0.15,10.0,0.202,8.0,0.146,0.15,全国,,,0.202,当地,●,
4842,山下昂大,110.0,0.167,111.0,0.162,9.0,0.193,8.0,0.146,0.162,全国,,,0.167,全国,,
4843,深尾巴恵,63.0,0.153,61.0,0.164,3.0,0.153,4.0,0.148,0.164,全国,,,0.153,全国,,
4844,村上奈穂,111.0,0.199,124.0,0.161,,,,,0.161,全国,,,0.199,全国,●,
4845,前田紗希,84.0,0.14,97.0,0.141,,,,,0.141,全国,,,0.14,全国,,
4846,佐藤駿介,90.0,0.19,92.0,0.153,,,,,0.153,全国,,,0.19,全国,●,
4847,佐藤隆太郎,98.0,0.153,111.0,0.136,,,,,0.136,全国,,,0.153,全国,,
4848,仲谷颯仁,114.0,0.158,122.0,0.138,5.0,0.184,4.0,0.11,0.138,全国,,,0.158,全国,,
4850,野中一平,122.0,0.112,134.0,0.122,4.0,0.09,3.0,0.163,0.122,全国,,●,0.112,全国,,●
4851,関浩哉,107.0,0.129,126.0,0.139,4.0,0.135,5.0,0.096,0.139,全国,,,0.129,全国,,●
4852,川原祐明,126.0,0.153,153.0,0.144,9.0,0.131,11.0,0.097,0.097,当地,,●,0.153,全国,,
4853,前原哉,62.0,0.232,63.0,0.173,,,,,0.173,全国,,,0.232,全国,●,
4854,大橋由珠,59.0,0.153,57.0,0.185,,,,,0.185,全国,●,,0.153,全国,,
4856,豊田健士郎,142.0,0.138,161.0,0.136,32.0,0.142,41.0,0.132,0.132,当地,,,0.142,当地,,
4857,加藤翔馬,93.0,0.176,98.0,0.154,3.0,0.147,7.0,0.12,0.154,全国,,,0.176,全国,,
4861,田中宏樹,107.0,0.184,108.0,0.163,,,,,0.163,全国,,,0.184,全国,●,
4863,三浦裕貴,69.0,0.16,62.0,0.163,,,,,0.163,全国,,,0.16,全国,,
4864,小川日紀太,88.0,0.156,88.0,0.156,,,,,0.156,全国,,,0.156,全国,,
4865,立具敬司,50.0,0.167,62.0,0.164,,,1.0,0.15,0.164,全国,,,0.167,全国,,
4866,橋本英一,81.0,0.185,72.0,0.159,4.0,0.14,3.0,0.16,0.159,全国,,,0.185,全国,●,
4871,菊池宏志,92.0,0.178,100.0,0.162,5.0,0.23,5.0,0.17,0.162,全国,,,0.178,全国,,
4872,山下流心,119.0,0.192,127.0,0.157,4.0,0.16,4.0,0.185,0.157,全国,,,0.192,全国,●,
4873,蒲原健太,113.0,0.198,135.0,0.181,,,,,0.181,全国,●,,0.198,全国,●,
4874,池田奈津美,6.0,0.16,173.0,0.141,,,,,0.141,全国,,,0.16,全国,,
4875,大塚康雅,98.0,0.196,99.0,0.168,8.0,0.219,10.0,0.136,0.136,当地,,,0.196,全国,●,
4876,梅木敬太,108.0,0.171,107.0,0.164,4.0,0.218,5.0,0.108,0.164,全国,,,0.171,全国,,
4877,鈴谷一平,111.0,0.138,127.0,0.133,8.0,0.12,8.0,0.13,0.133,全国,,,0.138,全国,,
4878,西岡育未,74.0,0.179,79.0,0.164,,,,,0.164,全国,,,0.179,全国,,
4879,山崎鉄平,108.0,0.166,96.0,0.167,5.0,0.158,5.0,0.128,0.167,全国,,,0.166,全国,,
4880,澤崎雄哉,94.0,0.171,79.0,0.164,,,,,0.164,全国,,,0.171,全国,,
4882,瀧川千依,60.0,0.233,54.0,0.219,,,,,0.219,全国,●,,0.233,全国,●,
4883,岡部大輝,92.0,0.16,94.0,0.168,8.0,0.148,10.0,0.183,0.183,当地,●,,0.16,全国,,
4884,勝浦真帆,64.0,0.15,75.0,0.127,,,,,0.127,全国,,●,0.15,全国,,
4885,大山千広,52.0,0.151,71.0,0.151,,,,,0.151,全国,,,0.151,全国,,
4886,入海馨,112.0,0.157,128.0,0.142,5.0,0.196,4.0,0.145,0.142,全国,,,0.157,全国,,
4887,富澤祐作,104.0,0.13,109.0,0.132,4.0,0.125,6.0,0.09,0.132,全国,,,0.13,全国,,●
4888,金児隆太,93.0,0.176,100.0,0.208,,,,,0.208,全国,●,,0.176,全国,,
4889,後藤盛也,81.0,0.153,87.0,0.146,7.0,0.111,9.0,0.17,0.146,全国,,,0.153,全国,,
4890,石川諒,109.0,0.125,110.0,0.135,8.0,0.115,7.0,0.146,0.135,全国,,,0.125,全国,,●
4891,寺島美里,90.0,0.167,88.0,0.155,,,,,0.155,全国,,,0.167,全国,,
4892,柴田直哉,100.0,0.195,87.0,0.174,5.0,0.22,5.0,0.144,0.174,全国,,,0.195,全国,●,
4893,渡邉真奈美,87.0,0.149,94.0,0.17,,,,,0.17,全国,,,0.149,全国,,
4894,原村拓也,118.0,0.205,107.0,0.188,5.0,0.148,5.0,0.142,0.188,全国,●,,0.205,全国,●,
4895,門間雄大,92.0,0.142,97.0,0.142,5.0,0.126,5.0,0.154,0.142,全国,,,0.142,全国,,
4896,花本剛,92.0,0.179,90.0,0.183,,,,,0.183,全国,●,,0.179,全国,,
4897,深見亜由美,89.0,0.203,87.0,0.203,4.0,0.195,4.0,0.108,0.203,全国,●,,0.203,全国,●,
4898,菊地敬介,92.0,0.16,76.0,0.154,,,,,0.154,全国,,,0.16,全国,,
4899,占部一真,87.0,0.153,98.0,0.151,,,,,0.151,全国,,,0.153,全国,,
4900,中田夕貴,100.0,0.187,121.0,0.173,4.0,0.18,6.0,0.182,0.173,全国,,,0.187,全国,●,
4901,出口舞有子,78.0,0.16,78.0,0.172,4.0,0.182,5.0,0.196,0.172,全国,,,0.16,全国,,
4902,山川雄大,112.0,0.184,108.0,0.183,,,,,0.183,全国,●,,0.184,全国,●,
4903,吉田凌太朗,132.0,0.151,145.0,0.147,9.0,0.132,12.0,0.15,0.15,当地,,,0.151,全国,,
4904,松本一毅,125.0,0.168,125.0,0.162,12.0,0.181,10.0,0.163,0.163,当地,,,0.181,当地,●,
4905,土井祥伍,95.0,0.206,84.0,0.188,5.0,0.214,2.0,0.19,0.188,全国,●,,0.206,全国,●,
4906,鈴木雅希,106.0,0.163,104.0,0.153,5.0,0.136,4.0,0.135,0.153,全国,,,0.163,全国,,
4907,小池修平,117.0,0.142,140.0,0.137,5.0,0.116,3.0,0.12,0.137,全国,,,0.142,全国,,
4908,上田龍星,105.0,0.159,131.0,0.126,7.0,0.189,12.0,0.122,0.122,当地,,●,0.159,全国,,
4909,薮内瑞希,91.0,0.169,92.0,0.154,3.0,0.107,4.0,0.13,0.154,全国,,,0.169,全国,,
4910,中村泰平,112.0,0.151,144.0,0.14,8.0,0.156,13.0,0.132,0.132,当地,,,0.151,全国,,
4911,片岡大地,89.0,0.139,84.0,0.147,,,,,0.147,全国,,,0.139,全国,,
4914,吉田裕平,127.0,0.125,118.0,0.114,8.0,0.104,8.0,0.102,0.114,全国,,●,0.125,全国,,●
4917,岩橋裕馬,92.0,0.155,98.0,0.175,5.0,0.176,5.0,0.166,0.175,全国,,,0.155,全国,,
4918,川島拓郎,110.0,0.157,106.0,0.15,4.0,0.155,5.0,0.2,0.15,全国,,,0.157,全国,,
4919,吉田翔悟,81.0,0.17,65.0,0.151,4.0,0.255,3.0,0.11,0.151,全国,,,0.17,全国,,
4924,中北涼,105.0,0.187,110.0,0.164,5.0,0.18,3.0,0.2,0.164,全国,,,0.187,全国,●,
4925,森悠稀,110.0,0.143,121.0,0.145,8.0,0.108,11.0,0.15,0.15,当地,,,0.143,全国,,
4926,吉川貴仁,81.0,0.152,102.0,0.141,11.0,0.106,17.0,0.102,0.102,当地,,●,0.106,当地,,●
4927,関野文,115.0,0.156,144.0,0.158,,,,,0.158,全国,,,0.156,全国,,
4928,栗城匠,99.0,0.145,126.0,0.147,4.0,0.122,5.0,0.158,0.147,全国,,,0.145,全国,,
4930,佐藤悠,122.0,0.16,113.0,0.149,5.0,0.122,4.0,0.198,0.149,全国,,,0.16,全国,,
4931,木谷賢太,126.0,0.162,142.0,0.132,4.0,0.118,6.0,0.153,0.132,全国,,,0.162,全国,,
4932,新開航,121.0,0.15,132.0,0.146,7.0,0.17,8.0,0.129,0.146,全国,,,0.15,全国,,
4933,板橋侑我,101.0,0.15,105.0,0.124,,,,,0.124,全国,,●,0.15,全国,,
4934,佐々木翔斗,116.0,0.17,125.0,0.152,4.0,0.172,5.0,0.182,0.152,全国,,,0.17,全国,,
4936,戸敷晃美,101.0,0.172,96.0,0.159,5.0,0.18,6.0,0.187,0.159,全国,,,0.172,全国,,
4938,小芦るり華,108.0,0.16,153.0,0.138,,,,,0.138,全国,,,0.16,全国,,
4939,宮之原輝紀,105.0,0.135,127.0,0.132,9.0,0.129,10.0,0.133,0.133,当地,,,0.135,全国,,
4940,白石有美,43.0,0.176,35.0,0.182,,,,,0.182,全国,●,,0.176,全国,,
4941,孫崎百世,95.0,0.211,92.0,0.207,11.0,0.186,7.0,0.234,0.207,全国,●,,0.186,当地,●,
4942,柴田朋哉,102.0,0.141,104.0,0.155,4.0,0.145,4.0,0.152,0.155,全国,,,0.141,全国,,
4943,八木治樹,78.0,0.151,81.0,0.146,6.0,0.163,6.0,0.14,0.146,全国,,,0.151,全国,,
4944,田代達也,99.0,0.167,93.0,0.159,6.0,0.128,4.0,0.108,0.159,全国,,,0.167,全国,,
4945,上村宏太,122.0,0.17,93.0,0.191,10.0,0.14,8.0,0.2,0.191,全国,●,,0.14,当地,,
4947,間庭菜摘,95.0,0.171,100.0,0.186,4.0,0.188,5.0,0.172,0.186,全国,●,,0.171,全国,,
4948,木場悠介,102.0,0.146,110.0,0.148,3.0,0.2,4.0,0.165,0.148,全国,,,0.146,全国,,
4949,横田貴満,112.0,0.16,136.0,0.149,,,,,0.149,全国,,,0.16,全国,,
4950,高岡竜也,110.0,0.168,121.0,0.159,,,,,0.159,全国,,,0.168,全国,,
4951,新田洋一,105.0,0.137,104.0,0.155,10.0,0.121,10.0,0.14,0.14,当地,,,0.121,当地,,●
4952,吉武真也,91.0,0.191,83.0,0.156,,,,,0.156,全国,,,0.191,全国,●,
4953,尾上雅也,117.0,0.149,139.0,0.157,9.0,0.132,8.0,0.162,0.157,全国,,,0.149,全国,,
4954,内山峻輔,79.0,0.18,23.0,0.163,,,,,0.163,全国,,,0.18,全国,●,
4956,齊藤大将,45.0,0.198,46.0,0.169,,,,,0.169,全国,,,0.198,全国,●,
4957,竹之内極,114.0,0.171,111.0,0.155,5.0,0.16,5.0,0.142,0.155,全国,,,0.171,全国,,
4958,溝口海義也,136.0,0.138,142.0,0.14,8.0,0.118,8.0,0.145,0.14,全国,,,0.138,全国,,
4959,井上忠政,126.0,0.145,146.0,0.148,4.0,0.138,4.0,0.132,0.148,全国,,,0.145,全国,,
4960,黒野元基,121.0,0.137,145.0,0.143,9.0,0.134,10.0,0.136,0.136,当地,,,0.137,全国,,
4961,西橋奈未,116.0,0.162,135.0,0.134,7.0,0.14,8.0,0.134,0.134,全国,,,0.162,全国,,
4962,畑竜生,109.0,0.156,125.0,0.163,16.0,0.146,22.0,0.168,0.168,当地,,,0.146,当地,,
4963,實森美祐,116.0,0.159,122.0,0.134,5.0,0.118,4.0,0.142,0.134,全国,,,0.159,全国,,
4964,土屋南,80.0,0.154,81.0,0.142,4.0,0.248,6.0,0.16,0.142,全国,,,0.154,全国,,
4965,福岡泉水,87.0,0.166,84.0,0.197,5.0,0.204,5.0,0.208,0.197,全国,●,,0.166,全国,,
4966,田川大貴,119.0,0.152,113.0,0.153,,,,,0.153,全国,,,0.152,全国,,
4967,中村魁生,110.0,0.131,126.0,0.141,,,,,0.141,全国,,,0.131,全国,,
4969,町田洸希,85.0,0.188,85.0,0.16,,,,,0.16,全国,,,0.188,全国,●,
4973,栗原直也,111.0,0.185,113.0,0.171,,,,,0.171,全国,,,0.185,全国,●,
4974,安井瑞紀,104.0,0.158,113.0,0.178,,,,,0.178,全国,,,0.158,全国,,
