regno,選手名,全国ダッシュn,全国ダッシュST,全国スローn,全国スローST,当地ダッシュn,当地ダッシュST,当地スローn,当地スローST,採用スローST,スロー源,スロー遅れ,スロー巧者,採用ダッシュST,ダッシュ源,ダッシュ遅れ,ダッシュ巧者
3776,横井健太,99.0,0.187,92.0,0.182,7.0,0.137,5.0,0.148,0.182,全国,●,,0.187,全国,●,
3777,樋口亮,115.0,0.178,133.0,0.164,4.0,0.218,5.0,0.15,0.164,全国,,,0.178,全国,,
3778,安達美帆,69.0,0.222,71.0,0.218,,,,,0.218,全国,●,,0.222,全国,●,
3779,原田幸哉,113.0,0.113,138.0,0.11,3.0,0.117,5.0,0.124,0.11,全国,,●,0.113,全国,,●
3783,瓜生正義,115.0,0.144,146.0,0.153,4.0,0.182,5.0,0.12,0.153,全国,,,0.144,全国,,
3784,中島友和,93.0,0.158,98.0,0.149,,,,,0.149,全国,,,0.158,全国,,
3787,天野誠,80.0,0.199,89.0,0.18,,,,,0.18,全国,●,,0.199,全国,●,
3788,一宮稔弘,76.0,0.119,63.0,0.14,4.0,0.202,5.0,0.172,0.14,全国,,,0.119,全国,,●
3790,佐口達也,94.0,0.213,98.0,0.174,,,,,0.174,全国,,,0.213,全国,●,
3792,田中豪,97.0,0.157,105.0,0.156,,,,,0.156,全国,,,0.157,全国,,
3793,高橋真吾,89.0,0.155,74.0,0.173,5.0,0.228,4.0,0.112,0.173,全国,,,0.155,全国,,
3796,長野道臣,105.0,0.173,95.0,0.173,9.0,0.123,7.0,0.149,0.173,全国,,,0.173,全国,,
3797,岩井繁,111.0,0.207,109.0,0.197,8.0,0.206,6.0,0.19,0.197,全国,●,,0.207,全国,●,
3800,牧宏次,85.0,0.166,87.0,0.141,2.0,0.205,1.0,0.09,0.141,全国,,,0.166,全国,,
3801,五反田忍,62.0,0.174,65.0,0.162,7.0,0.214,9.0,0.152,0.162,全国,,,0.174,全国,,
3804,中渡修作,111.0,0.161,114.0,0.159,,,,,0.159,全国,,,0.161,全国,,
3805,高橋英之,89.0,0.129,99.0,0.132,,,,,0.132,全国,,,0.129,全国,,●
3807,岡部哲,105.0,0.18,109.0,0.162,4.0,0.192,5.0,0.162,0.162,全国,,,0.18,全国,●,
3808,秋田健太郎,92.0,0.16,97.0,0.165,,,,,0.165,全国,,,0.16,全国,,
3809,吉田光,101.0,0.188,72.0,0.172,4.0,0.202,6.0,0.152,0.172,全国,,,0.188,全国,●,
3811,石田章央,122.0,0.15,135.0,0.157,,,,,0.157,全国,,,0.15,全国,,
3812,山崎聖司,103.0,0.184,102.0,0.159,14.0,0.171,13.0,0.132,0.132,当地,,,0.171,当地,,
3813,佐藤大介,92.0,0.184,135.0,0.155,5.0,0.186,9.0,0.161,0.155,全国,,,0.184,全国,●,
3814,金子貴志,105.0,0.192,109.0,0.181,7.0,0.181,7.0,0.151,0.181,全国,●,,0.192,全国,●,
3820,樫葉次郎,60.0,0.158,67.0,0.153,,,,,0.153,全国,,,0.158,全国,,
3822,平尾崇典,110.0,0.148,141.0,0.155,,,,,0.155,全国,,,0.148,全国,,
3825,宮嵜隆太郎,89.0,0.123,81.0,0.13,5.0,0.104,4.0,0.088,0.13,全国,,●,0.123,全国,,●
3826,村田修次,100.0,0.162,121.0,0.145,5.0,0.162,4.0,0.13,0.145,全国,,,0.162,全国,,
3827,今泉徹,97.0,0.175,102.0,0.173,,,,,0.173,全国,,,0.175,全国,,
3828,明石正之,108.0,0.176,94.0,0.16,3.0,0.19,3.0,0.147,0.16,全国,,,0.176,全国,,
3831,安藤裕貴,89.0,0.164,100.0,0.136,8.0,0.222,10.0,0.153,0.153,当地,,,0.164,全国,,
3832,下田哲也,59.0,0.173,67.0,0.155,6.0,0.223,7.0,0.12,0.155,全国,,,0.173,全国,,
3833,中辻博訓,128.0,0.133,169.0,0.127,7.0,0.146,11.0,0.125,0.125,当地,,●,0.133,全国,,
3834,細川明人,91.0,0.192,89.0,0.191,5.0,0.132,4.0,0.232,0.191,全国,●,,0.192,全国,●,
3837,秋山広一,101.0,0.178,118.0,0.155,10.0,0.21,8.0,0.162,0.155,全国,,,0.21,当地,●,
3838,伊藤啓三,91.0,0.151,85.0,0.154,4.0,0.165,3.0,0.097,0.154,全国,,,0.151,全国,,
3839,川合理司,115.0,0.186,106.0,0.161,5.0,0.154,4.0,0.182,0.161,全国,,,0.186,全国,●,
3841,佐々木和伸,115.0,0.168,136.0,0.15,,,,,0.15,全国,,,0.168,全国,,
3842,星野太郎,79.0,0.197,80.0,0.176,13.0,0.162,14.0,0.193,0.193,当地,●,,0.162,当地,,
3843,上之晃弘,107.0,0.164,110.0,0.151,5.0,0.134,4.0,0.135,0.151,全国,,,0.164,全国,,
3845,中谷朋子,60.0,0.201,85.0,0.202,,,,,0.202,全国,●,,0.201,全国,●,
3848,川上聡介,120.0,0.144,109.0,0.15,,,,,0.15,全国,,,0.144,全国,,
3849,中岡正彦,57.0,0.119,164.0,0.135,,,,,0.135,全国,,,0.119,全国,,●
3850,小川知行,114.0,0.145,114.0,0.138,4.0,0.103,5.0,0.122,0.138,全国,,,0.145,全国,,
3851,森田昭彦,51.0,0.194,47.0,0.15,,,,,0.15,全国,,,0.194,全国,●,
3852,澤大介,95.0,0.191,86.0,0.175,20.0,0.188,22.0,0.164,0.164,当地,,,0.188,当地,●,
3853,岩崎正哉,115.0,0.209,132.0,0.169,,,,,0.169,全国,,,0.209,全国,●,
3854,吉川元浩,108.0,0.137,122.0,0.14,5.0,0.13,9.0,0.148,0.14,全国,,,0.137,全国,,
3855,大熊辰弥,4.0,0.292,4.0,0.17,,,,,0.17,全国,,,0.292,全国,●,
3857,阿波勝哉,120.0,0.198,65.0,0.196,9.0,0.239,8.0,0.175,0.196,全国,●,,0.198,全国,●,
3859,多羅尾達之,84.0,0.153,90.0,0.146,5.0,0.164,4.0,0.16,0.146,全国,,,0.153,全国,,
3860,松本浩貴,86.0,0.2,103.0,0.19,3.0,0.24,3.0,0.203,0.19,全国,●,,0.2,全国,●,
3863,海老澤泰行,95.0,0.195,107.0,0.162,8.0,0.229,10.0,0.145,0.145,当地,,,0.195,全国,●,
3866,木山誠一,88.0,0.144,87.0,0.122,5.0,0.168,5.0,0.122,0.122,全国,,●,0.144,全国,,
3867,松浦勝,100.0,0.167,98.0,0.171,,,,,0.171,全国,,,0.167,全国,,
3868,尾形栄治,108.0,0.204,104.0,0.191,3.0,0.197,4.0,0.198,0.191,全国,●,,0.204,全国,●,
3869,井芹大志,93.0,0.185,93.0,0.177,5.0,0.248,4.0,0.138,0.177,全国,,,0.185,全国,●,
3870,寺嶋雄,104.0,0.172,111.0,0.187,8.0,0.169,8.0,0.185,0.187,全国,●,,0.172,全国,,
3871,池田紫乃,80.0,0.184,86.0,0.184,,,,,0.184,全国,●,,0.184,全国,●,
3872,岡田憲行,106.0,0.189,133.0,0.193,13.0,0.193,13.0,0.228,0.228,当地,●,,0.193,当地,●,
3873,別府昌樹,106.0,0.189,78.0,0.164,8.0,0.146,9.0,0.147,0.164,全国,,,0.189,全国,●,
3874,山本寛久,115.0,0.17,136.0,0.151,,,,,0.151,全国,,,0.17,全国,,
3875,廣中良一,111.0,0.179,98.0,0.159,10.0,0.194,8.0,0.161,0.159,全国,,,0.194,当地,●,
3876,中辻崇人,77.0,0.133,99.0,0.148,,,,,0.148,全国,,,0.133,全国,,
3878,胡本悟志,88.0,0.175,92.0,0.159,8.0,0.196,11.0,0.181,0.181,当地,●,,0.175,全国,,
3880,浅見宗孝,99.0,0.193,98.0,0.192,,,,,0.192,全国,●,,0.193,全国,●,
3882,新田智彰,108.0,0.164,104.0,0.171,,,,,0.171,全国,,,0.164,全国,,
3885,久田武,104.0,0.188,118.0,0.156,,,,,0.156,全国,,,0.188,全国,●,
3888,山本英志,127.0,0.142,141.0,0.142,13.0,0.153,14.0,0.146,0.146,当地,,,0.153,当地,,
3889,須藤隆雄,92.0,0.177,96.0,0.158,4.0,0.202,5.0,0.09,0.158,全国,,,0.177,全国,,
3891,谷口健一,109.0,0.185,112.0,0.168,5.0,0.194,6.0,0.215,0.168,全国,,,0.185,全国,●,
3892,草場康幸,98.0,0.157,102.0,0.16,,,,,0.16,全国,,,0.157,全国,,
3893,汐崎正則,102.0,0.165,107.0,0.162,10.0,0.139,10.0,0.161,0.161,当地,,,0.139,当地,,
3895,堀本裕也,48.0,0.161,54.0,0.193,,,,,0.193,全国,●,,0.161,全国,,
3896,上田洋平,83.0,0.167,79.0,0.158,9.0,0.177,10.0,0.176,0.176,当地,,,0.167,全国,,
3897,白井英治,101.0,0.131,124.0,0.134,5.0,0.114,4.0,0.092,0.134,全国,,,0.131,全国,,
3898,平田忠則,106.0,0.169,130.0,0.139,4.0,0.135,4.0,0.112,0.139,全国,,,0.169,全国,,
3900,香川素子,110.0,0.183,133.0,0.169,5.0,0.172,6.0,0.188,0.169,全国,,,0.183,全国,●,
3901,松田憲幸,64.0,0.212,69.0,0.203,,,,,0.203,全国,●,,0.212,全国,●,
3904,森貴洋,60.0,0.182,61.0,0.163,5.0,0.188,5.0,0.14,0.163,全国,,,0.182,全国,●,
3905,天野友和,126.0,0.153,137.0,0.154,3.0,0.193,4.0,0.165,0.154,全国,,,0.153,全国,,
3906,飯山晃三,113.0,0.218,118.0,0.181,4.0,0.245,4.0,0.168,0.181,全国,●,,0.218,全国,●,
3907,村越篤,119.0,0.166,124.0,0.162,4.0,0.145,5.0,0.18,0.162,全国,,,0.166,全国,,
3908,重成一人,123.0,0.133,152.0,0.153,4.0,0.112,7.0,0.169,0.153,全国,,,0.133,全国,,
3909,佐々木康幸,104.0,0.115,150.0,0.111,7.0,0.103,7.0,0.099,0.111,全国,,●,0.115,全国,,●
3910,松下知幸,94.0,0.187,105.0,0.157,4.0,0.202,4.0,0.178,0.157,全国,,,0.187,全国,●,
3911,鈴木猛,131.0,0.17,133.0,0.168,,,,,0.168,全国,,,0.17,全国,,
3912,川原正明,116.0,0.146,116.0,0.139,13.0,0.164,12.0,0.12,0.12,当地,,●,0.164,当地,,
3915,繁野谷圭介,123.0,0.173,139.0,0.193,3.0,0.173,6.0,0.192,0.193,全国,●,,0.173,全国,,
3918,深井利寿,125.0,0.175,134.0,0.171,4.0,0.162,3.0,0.15,0.171,全国,,,0.175,全国,,
3920,正木聖賢,39.0,0.159,147.0,0.168,1.0,0.28,8.0,0.15,0.168,全国,,,0.159,全国,,
3921,川村正輝,47.0,0.212,46.0,0.197,6.0,0.2,3.0,0.197,0.197,全国,●,,0.212,全国,●,
3922,菅沼佳昭,110.0,0.195,121.0,0.186,7.0,0.177,9.0,0.199,0.186,全国,●,,0.195,全国,●,
3928,林恵祐,98.0,0.176,108.0,0.164,,,,,0.164,全国,,,0.176,全国,,
3929,杢野誓良,102.0,0.165,105.0,0.161,5.0,0.162,4.0,0.118,0.161,全国,,,0.165,全国,,
3930,岸本隆,112.0,0.164,119.0,0.146,5.0,0.15,6.0,0.15,0.146,全国,,,0.164,全国,,
3931,黒崎竜也,95.0,0.149,86.0,0.15,13.0,0.177,14.0,0.141,0.141,当地,,,0.177,当地,,
3932,池田浩美,73.0,0.19,84.0,0.168,,,,,0.168,全国,,,0.19,全国,●,
3933,山地正樹,20.0,0.18,210.0,0.173,1.0,0.23,10.0,0.176,0.176,当地,,,0.18,全国,,
3934,鋤柄貴俊,117.0,0.165,122.0,0.167,8.0,0.189,8.0,0.145,0.167,全国,,,0.165,全国,,
3935,岩津徹郎,89.0,0.177,87.0,0.153,,,,,0.153,全国,,,0.177,全国,,
3939,渡辺真至,23.0,0.129,25.0,0.145,,,,,0.145,全国,,,0.129,全国,,●
3940,飯山泰,127.0,0.143,157.0,0.147,,,,,0.147,全国,,,0.143,全国,,
3941,池田浩二,113.0,0.133,141.0,0.116,4.0,0.122,5.0,0.146,0.116,全国,,●,0.133,全国,,
3942,寺田祥,98.0,0.146,137.0,0.148,5.0,0.146,5.0,0.178,0.148,全国,,,0.146,全国,,
3943,三松直美,19.0,0.188,18.0,0.161,,,,,0.161,全国,,,0.188,全国,●,
3944,山口裕二,117.0,0.187,132.0,0.156,8.0,0.182,10.0,0.165,0.165,当地,,,0.187,全国,●,
3945,橋口真樹,83.0,0.207,79.0,0.198,9.0,0.211,10.0,0.223,0.223,当地,●,,0.207,全国,●,
3946,赤岩善生,39.0,0.161,259.0,0.147,3.0,0.16,11.0,0.118,0.118,当地,,●,0.161,全国,,
3947,寺本昇平,101.0,0.192,114.0,0.184,,,,,0.184,全国,●,,0.192,全国,●,
3948,大町利克,89.0,0.203,85.0,0.171,,,,,0.171,全国,,,0.203,全国,●,
3949,今出晋二,92.0,0.19,84.0,0.158,3.0,0.213,4.0,0.152,0.158,全国,,,0.19,全国,●,
3950,石川哲秀,83.0,0.157,89.0,0.151,4.0,0.14,5.0,0.128,0.151,全国,,,0.157,全国,,
3951,石川吉鎬,119.0,0.197,131.0,0.191,10.0,0.173,15.0,0.185,0.185,当地,●,,0.173,当地,,
3952,中澤和志,113.0,0.133,136.0,0.149,4.0,0.13,5.0,0.164,0.149,全国,,,0.133,全国,,
3953,志道吉和,72.0,0.219,63.0,0.181,7.0,0.18,9.0,0.158,0.181,全国,●,,0.219,全国,●,
3955,眞田英二,73.0,0.193,77.0,0.182,2.0,0.23,,,0.182,全国,●,,0.193,全国,●,
3956,横澤剛治,105.0,0.16,126.0,0.168,,,,,0.168,全国,,,0.16,全国,,
3957,大谷直弘,109.0,0.189,118.0,0.187,16.0,0.201,16.0,0.181,0.181,当地,●,,0.201,当地,●,
3959,坪井康晴,114.0,0.151,128.0,0.132,7.0,0.1,10.0,0.097,0.097,当地,,●,0.151,全国,,
3960,菊地孝平,124.0,0.107,135.0,0.111,9.0,0.096,7.0,0.094,0.111,全国,,●,0.107,全国,,●
3961,谷村一哉,87.0,0.173,101.0,0.164,3.0,0.167,5.0,0.112,0.164,全国,,,0.173,全国,,
3963,原田秀弥,105.0,0.18,125.0,0.156,,,,,0.156,全国,,,0.18,全国,,
3964,宮地博士,94.0,0.206,99.0,0.188,,,,,0.188,全国,●,,0.206,全国,●,
3965,北中元樹,120.0,0.163,130.0,0.169,10.0,0.163,14.0,0.204,0.204,当地,●,,0.163,当地,,
3966,作間章,121.0,0.178,152.0,0.169,5.0,0.18,6.0,0.207,0.169,全国,,,0.178,全国,,
3967,鈴木茂高,107.0,0.202,90.0,0.178,9.0,0.238,7.0,0.169,0.178,全国,,,0.202,全国,●,
3968,茶谷信次,107.0,0.185,120.0,0.157,4.0,0.212,4.0,0.235,0.157,全国,,,0.185,全国,●,
3973,崎利仁,112.0,0.196,113.0,0.193,10.0,0.212,10.0,0.207,0.207,当地,●,,0.212,当地,●,
3974,深山祐二,78.0,0.169,85.0,0.158,,,,,0.158,全国,,,0.169,全国,,
3975,小野寺智洋,106.0,0.138,104.0,0.139,10.0,0.133,9.0,0.132,0.139,全国,,,0.133,当地,,
3976,内田圭,102.0,0.181,101.0,0.167,9.0,0.181,7.0,0.187,0.167,全国,,,0.181,全国,●,
3977,山本兼士,119.0,0.173,111.0,0.171,10.0,0.151,9.0,0.163,0.171,全国,,,0.151,当地,,
3978,齊藤仁,126.0,0.17,132.0,0.136,6.0,0.223,,,0.136,全国,,,0.17,全国,,
3981,今坂晃広,125.0,0.194,115.0,0.182,13.0,0.229,5.0,0.17,0.182,全国,●,,0.229,当地,●,
3982,福田理,93.0,0.158,103.0,0.173,,,,,0.173,全国,,,0.158,全国,,
3983,須藤博倫,126.0,0.144,139.0,0.133,,,,,0.133,全国,,,0.144,全国,,
3984,坂口周,121.0,0.172,153.0,0.157,26.0,0.167,31.0,0.157,0.157,当地,,,0.167,当地,,
3986,沖島広和,77.0,0.184,81.0,0.16,,,,,0.16,全国,,,0.184,全国,●,
3987,後藤正宗,109.0,0.149,103.0,0.176,,,,,0.176,全国,,,0.149,全国,,
3988,古川誠之,123.0,0.15,137.0,0.147,6.0,0.192,7.0,0.167,0.147,全国,,,0.15,全国,,
3989,熊本英一,98.0,0.225,85.0,0.191,,,,,0.191,全国,●,,0.225,全国,●,
3990,芹澤克彦,102.0,0.155,101.0,0.138,4.0,0.178,3.0,0.153,0.138,全国,,,0.155,全国,,
3992,関口智久,87.0,0.135,86.0,0.149,8.0,0.132,7.0,0.143,0.149,全国,,,0.135,全国,,
3993,永井聖美,92.0,0.161,101.0,0.163,4.0,0.222,6.0,0.19,0.163,全国,,,0.161,全国,,
3994,小野桜,86.0,0.188,96.0,0.185,5.0,0.166,4.0,0.14,0.185,全国,●,,0.188,全国,●,
3995,重野哲之,94.0,0.116,116.0,0.124,,,,,0.124,全国,,●,0.116,全国,,●
3997,北村征嗣,132.0,0.167,164.0,0.153,14.0,0.18,16.0,0.164,0.164,当地,,,0.18,当地,,
3998,冨成謙児,100.0,0.191,101.0,0.149,5.0,0.214,5.0,0.128,0.149,全国,,,0.191,全国,●,
3999,大瀧明日香,127.0,0.158,155.0,0.153,4.0,0.122,6.0,0.137,0.153,全国,,,0.158,全国,,
4000,松本博昭,130.0,0.177,161.0,0.163,12.0,0.171,15.0,0.156,0.156,当地,,,0.171,当地,,
4002,古結宏,113.0,0.141,139.0,0.137,7.0,0.139,8.0,0.121,0.137,全国,,,0.141,全国,,
4003,表憲一,92.0,0.169,92.0,0.17,5.0,0.146,4.0,0.15,0.17,全国,,,0.169,全国,,
4004,山本浩輔,104.0,0.181,99.0,0.173,5.0,0.182,4.0,0.238,0.173,全国,,,0.181,全国,●,
4005,瀬川公則,8.0,0.175,8.0,0.151,,,,,0.151,全国,,,0.175,全国,,
4006,小野勇作,94.0,0.177,96.0,0.166,4.0,0.182,5.0,0.148,0.166,全国,,,0.177,全国,,
4007,榮田将彦,86.0,0.136,86.0,0.147,5.0,0.134,5.0,0.116,0.147,全国,,,0.136,全国,,
4009,小林一樹,102.0,0.129,113.0,0.12,,,,,0.12,全国,,●,0.129,全国,,●
4010,越智照浩,87.0,0.177,80.0,0.166,5.0,0.196,3.0,0.143,0.166,全国,,,0.177,全国,,
4011,堀之内紀代子,101.0,0.154,104.0,0.166,11.0,0.168,11.0,0.177,0.177,当地,,,0.168,当地,,
4012,中村有裕,101.0,0.161,124.0,0.148,,,,,0.148,全国,,,0.161,全国,,
4013,中島孝平,127.0,0.142,130.0,0.132,13.0,0.167,13.0,0.149,0.149,当地,,,0.167,当地,,
4014,片岡恵里,110.0,0.179,124.0,0.167,,,,,0.167,全国,,,0.179,全国,,
4015,前野竜一,124.0,0.16,143.0,0.161,,,,,0.161,全国,,,0.16,全国,,
4016,西川新太郎,99.0,0.161,92.0,0.158,3.0,0.143,4.0,0.118,0.158,全国,,,0.161,全国,,
4017,向井美鈴,108.0,0.2,118.0,0.177,,,,,0.177,全国,,,0.2,全国,●,
4019,笠原亮,121.0,0.176,136.0,0.15,9.0,0.172,9.0,0.133,0.15,全国,,,0.176,全国,,
4020,川上清人,102.0,0.189,92.0,0.177,,,,,0.177,全国,,,0.189,全国,●,
4022,待鳥雄紀,84.0,0.158,80.0,0.161,4.0,0.143,3.0,0.15,0.161,全国,,,0.158,全国,,
4023,柴田友和,88.0,0.179,86.0,0.176,3.0,0.237,3.0,0.163,0.176,全国,,,0.179,全国,,
4024,井口佳典,118.0,0.15,120.0,0.148,13.0,0.132,15.0,0.163,0.163,当地,,,0.132,当地,,
4025,山本隆幸,83.0,0.166,105.0,0.176,,,,,0.176,全国,,,0.166,全国,,
4027,松江秀徳,99.0,0.148,112.0,0.163,,,,,0.163,全国,,,0.148,全国,,
4028,田村隆信,104.0,0.167,141.0,0.139,,,,,0.139,全国,,,0.167,全国,,
4030,森高一真,130.0,0.134,137.0,0.14,3.0,0.197,4.0,0.165,0.14,全国,,,0.134,全国,,
4031,飯島誠,96.0,0.177,105.0,0.152,,,,,0.152,全国,,,0.177,全国,,
4033,伊藤将吉,112.0,0.147,139.0,0.137,5.0,0.134,5.0,0.082,0.137,全国,,,0.147,全国,,
4034,西原明生,101.0,0.21,105.0,0.194,,,,,0.194,全国,●,,0.21,全国,●,
4035,杉江浩明,114.0,0.195,121.0,0.217,6.0,0.185,9.0,0.228,0.217,全国,●,,0.195,全国,●,
4036,金田諭,116.0,0.163,137.0,0.153,,,,,0.153,全国,,,0.163,全国,,
4039,村上功祐,115.0,0.141,121.0,0.156,3.0,0.107,4.0,0.155,0.156,全国,,,0.141,全国,,
4040,廣瀬将亨,120.0,0.142,150.0,0.144,3.0,0.097,4.0,0.14,0.144,全国,,,0.142,全国,,
4041,小林基樹,74.0,0.209,85.0,0.19,5.0,0.258,4.0,0.148,0.19,全国,●,,0.209,全国,●,
4042,丸岡正典,133.0,0.19,150.0,0.166,,,,,0.166,全国,,,0.19,全国,●,
4043,桐本康臣,111.0,0.162,136.0,0.161,,,,,0.161,全国,,,0.162,全国,,
4044,湯川浩司,106.0,0.134,126.0,0.138,2.0,0.15,4.0,0.17,0.138,全国,,,0.134,全国,,
4045,佐々木裕美,82.0,0.159,103.0,0.16,3.0,0.21,4.0,0.162,0.16,全国,,,0.159,全国,,
4047,吉永浩則,91.0,0.192,91.0,0.169,,,,,0.169,全国,,,0.192,全国,●,
4049,荒川健太,119.0,0.19,166.0,0.155,18.0,0.175,27.0,0.164,0.164,当地,,,0.175,当地,,
4050,田口節子,108.0,0.161,127.0,0.14,7.0,0.204,,,0.14,全国,,,0.161,全国,,
4051,清水敦揮,101.0,0.187,116.0,0.162,,,,,0.162,全国,,,0.187,全国,●,
4052,興津藍,120.0,0.167,136.0,0.14,7.0,0.17,9.0,0.143,0.14,全国,,,0.167,全国,,
4053,芦澤望,105.0,0.165,113.0,0.158,,,,,0.158,全国,,,0.165,全国,,
4054,福嶋智之,110.0,0.15,104.0,0.159,4.0,0.238,2.0,0.17,0.159,全国,,,0.15,全国,,
4055,吉田俊彦,130.0,0.162,165.0,0.148,4.0,0.19,7.0,0.146,0.148,全国,,,0.162,全国,,
4056,小西英輝,33.0,0.154,39.0,0.165,3.0,0.12,6.0,0.158,0.165,全国,,,0.154,全国,,
4057,松井賢治,124.0,0.16,140.0,0.152,7.0,0.159,9.0,0.163,0.152,全国,,,0.16,全国,,
4058,野末智一,120.0,0.188,151.0,0.181,8.0,0.206,8.0,0.194,0.181,全国,●,,0.188,全国,●,
4059,入澤友治,110.0,0.157,98.0,0.166,5.0,0.158,4.0,0.15,0.166,全国,,,0.157,全国,,
4060,島田一生,100.0,0.169,101.0,0.151,10.0,0.198,8.0,0.111,0.151,全国,,,0.198,当地,●,
4061,萩原秀人,132.0,0.133,141.0,0.129,9.0,0.157,9.0,0.107,0.129,全国,,●,0.133,全国,,
4062,後藤陽介,118.0,0.178,110.0,0.178,5.0,0.174,2.0,0.2,0.178,全国,,,0.178,全国,,
4063,市橋卓士,119.0,0.136,161.0,0.126,9.0,0.108,11.0,0.128,0.128,当地,,●,0.136,全国,,
4064,原田篤志,115.0,0.18,153.0,0.149,,,,,0.149,全国,,,0.18,全国,,
4065,金田幸子,90.0,0.175,88.0,0.171,,,,,0.171,全国,,,0.175,全国,,
4066,東本勝利,122.0,0.171,121.0,0.161,,,,,0.161,全国,,,0.171,全国,,
4067,永井源,127.0,0.16,143.0,0.168,,,,,0.168,全国,,,0.16,全国,,
4068,幸田智裕,112.0,0.175,107.0,0.151,5.0,0.138,5.0,0.12,0.151,全国,,,0.175,全国,,
4069,山本修一,122.0,0.206,125.0,0.147,6.0,0.222,5.0,0.056,0.147,全国,,,0.206,全国,●,
4071,古賀千晶,76.0,0.169,73.0,0.174,3.0,0.12,4.0,0.182,0.174,全国,,,0.169,全国,,
4072,森永淳,108.0,0.134,118.0,0.132,,,,,0.132,全国,,,0.134,全国,,
4073,大橋純一郎,129.0,0.17,143.0,0.143,5.0,0.162,4.0,0.13,0.143,全国,,,0.17,全国,,
4074,柳沢一,116.0,0.139,142.0,0.131,,,,,0.131,全国,,,0.139,全国,,
4075,中野次郎,121.0,0.136,130.0,0.121,5.0,0.162,6.0,0.12,0.121,全国,,●,0.136,全国,,
4076,杉田篤光,131.0,0.226,140.0,0.184,7.0,0.193,6.0,0.192,0.184,全国,●,,0.226,全国,●,
4077,品田直樹,110.0,0.192,121.0,0.168,2.0,0.24,5.0,0.212,0.168,全国,,,0.192,全国,●,
4078,渡辺史之,4.0,0.16,5.0,0.142,,,,,0.142,全国,,,0.16,全国,,
4079,出畑孝典,122.0,0.169,136.0,0.174,4.0,0.178,5.0,0.19,0.174,全国,,,0.169,全国,,
4080,山崎哲司,39.0,0.149,46.0,0.143,,,,,0.143,全国,,,0.149,全国,,
4081,樋口範政,112.0,0.195,114.0,0.184,4.0,0.272,5.0,0.164,0.184,全国,●,,0.195,全国,●,
4082,濱崎誠,121.0,0.193,104.0,0.149,15.0,0.194,14.0,0.127,0.127,当地,,●,0.194,当地,●,
4083,福島勇樹,118.0,0.144,149.0,0.123,5.0,0.126,6.0,0.118,0.123,全国,,●,0.144,全国,,
4084,杉山正樹,130.0,0.157,146.0,0.148,6.0,0.145,10.0,0.172,0.172,当地,,,0.157,全国,,
4085,荻野裕介,78.0,0.21,71.0,0.204,,,,,0.204,全国,●,,0.21,全国,●,
4086,寺本重宣,110.0,0.151,114.0,0.135,5.0,0.118,4.0,0.125,0.135,全国,,,0.151,全国,,
4089,妹尾忠幸,122.0,0.173,144.0,0.15,,,,,0.15,全国,,,0.173,全国,,
4090,中村尊,95.0,0.163,89.0,0.136,,,,,0.136,全国,,,0.163,全国,,
4092,岡部大輔,87.0,0.178,100.0,0.144,,,,,0.144,全国,,,0.178,全国,,
4093,吉田宗弘,96.0,0.189,101.0,0.171,5.0,0.194,4.0,0.155,0.171,全国,,,0.189,全国,●,
4094,中島真二,94.0,0.188,87.0,0.17,9.0,0.169,10.0,0.139,0.139,当地,,,0.188,全国,●,
4095,福来剛,117.0,0.137,135.0,0.131,3.0,0.123,6.0,0.118,0.131,全国,,,0.137,全国,,
4096,石橋道友,97.0,0.148,114.0,0.151,3.0,0.187,4.0,0.145,0.151,全国,,,0.148,全国,,
4097,貫地谷直人,86.0,0.211,80.0,0.206,14.0,0.201,7.0,0.171,0.206,全国,●,,0.201,当地,●,
4098,赤澤文香,80.0,0.199,92.0,0.187,,,,,0.187,全国,●,,0.199,全国,●,
4099,吉永則雄,94.0,0.156,132.0,0.173,5.0,0.158,5.0,0.198,0.173,全国,,,0.156,全国,,
4100,松田隆司,105.0,0.169,106.0,0.157,5.0,0.128,5.0,0.116,0.157,全国,,,0.169,全国,,
4102,益田啓司,133.0,0.163,132.0,0.142,4.0,0.152,6.0,0.095,0.142,全国,,,0.163,全国,,
4103,山崎善庸,89.0,0.237,90.0,0.214,,,,,0.214,全国,●,,0.237,全国,●,
4104,木下陽介,90.0,0.139,84.0,0.146,,,,,0.146,全国,,,0.139,全国,,
4105,松下直也,117.0,0.177,135.0,0.177,9.0,0.194,10.0,0.173,0.173,当地,,,0.177,全国,,
4106,坂井康嗣,82.0,0.183,86.0,0.185,5.0,0.188,5.0,0.176,0.185,全国,●,,0.183,全国,●,
4108,吉村正明,109.0,0.141,109.0,0.145,,,,,0.145,全国,,,0.141,全国,,
4109,谷津幸宏,132.0,0.126,148.0,0.124,11.0,0.1,14.0,0.137,0.137,当地,,,0.1,当地,,●
4110,小澤和也,91.0,0.179,97.0,0.167,10.0,0.164,7.0,0.201,0.167,全国,,,0.164,当地,,
4111,奥田誠,102.0,0.169,113.0,0.156,,,,,0.156,全国,,,0.169,全国,,
4112,大久保信一郎,110.0,0.184,100.0,0.146,9.0,0.23,9.0,0.126,0.146,全国,,,0.184,全国,●,
4113,木村浩士,104.0,0.184,106.0,0.187,7.0,0.19,7.0,0.171,0.187,全国,●,,0.184,全国,●,
