regno,選手名,総出走,攻め走,一着,逃げ,差し,まくり,まくり差し,抜き,恵まれ,まくりゼロ,まくり系ゼロ
5408,中山鷹輔,61,61,0,0,0,0,0,0,0,,
4818,伏見俊介,64,61,6,1,0,5,0,0,0,,
4781,西舘果里,67,59,5,2,1,1,0,1,0,,
5471,田中結,55,55,0,0,0,0,0,0,0,,
4726,島田なぎさ,60,52,4,1,2,0,1,0,0,,
5454,谷島咲希,51,51,0,0,0,0,0,0,0,,
5456,今村天次朗,51,51,0,0,0,0,0,0,0,,
5453,久保翔耶,51,51,1,0,0,0,1,0,0,,
5072,吉田杏美,58,50,1,1,0,0,0,0,0,,
5455,澁澤周羽,50,50,0,0,0,0,0,0,0,,
5457,山田陽翔,50,50,0,0,0,0,0,0,0,,
5458,田中大輝,50,50,0,0,0,0,0,0,0,,
3943,三松直美,54,49,0,0,0,0,0,0,0,,
5448,福田柊人,49,49,0,0,0,0,0,0,0,,
5450,藤本遼磨,48,48,1,0,0,0,1,0,0,,
5469,今泉博人,48,48,0,0,0,0,0,0,0,,
5468,山口隼人,48,48,0,0,0,0,0,0,0,,
5461,板頭里緒,47,47,0,0,0,0,0,0,0,,
4080,山崎哲司,60,46,24,13,1,3,7,0,0,,
3939,渡辺真至,58,46,12,6,4,0,0,1,1,,
5467,野村羽玖,46,46,0,0,0,0,0,0,0,,
5452,上馬場風依,44,44,0,0,0,0,0,0,0,,
5447,岡本亜子,44,44,0,0,0,0,0,0,0,,
5466,成田華音,42,42,0,0,0,0,0,0,0,,
5462,山浦槙,41,41,0,0,0,0,0,0,0,,
5445,一ノ木匠,41,41,0,0,0,0,0,0,0,,
4690,高石梨菜,45,40,6,3,1,0,1,1,0,,
5472,中川海虹,40,40,0,0,0,0,0,0,0,,
4340,土性雅也,43,40,2,1,1,0,0,0,0,,
5470,坂口諒宗,39,39,0,0,0,0,0,0,0,,
5449,堀井涼平,38,38,1,0,0,1,0,0,0,,
5463,出口飛龍,38,38,0,0,0,0,0,0,0,,
5464,宮田栞,37,37,0,0,0,0,0,0,0,,
4492,本多宏和,46,36,14,8,1,3,1,1,0,,
5446,長嶺真李愛,36,36,0,0,0,0,0,0,0,,
5459,田中きら,36,36,0,0,0,0,0,0,0,,
4056,小西英輝,40,35,4,3,1,0,0,0,0,,
5465,直江健成,32,32,0,0,0,0,0,0,0,,
5451,知念伶奈,30,30,0,0,0,0,0,0,0,,
5227,川原愛未,30,27,3,2,0,1,0,0,0,,
5414,中澤英里,26,26,0,0,0,0,0,0,0,,
5171,清水未唯,26,24,2,0,0,2,0,0,0,,
3414,加瀬智宏,25,21,1,1,0,0,0,0,0,,
5056,西岡成美,18,15,4,2,1,1,0,0,0,,
3391,鈴木茂正,15,13,0,0,0,0,0,0,0,,
3462,竹上真司,8,6,1,1,0,0,0,0,0,,
4005,瀬川公則,1,0,0,0,0,0,0,0,0,,
