regno,選手名,slow_st,slow_src,slow_flag,dash_st,dash_src,dash_flag
4997,濱崎寿里矢,0.169,全国,,0.189,全国,遅れ
4998,中村かなえ,0.132,全国,,0.128,全国,巧者
5000,岡本翔太郎,0.121,全国,巧者,0.131,全国,
5002,上田健太,0.163,全国,,0.16,全国,
5003,来田衣織,0.171,全国,,0.163,全国,
5004,河野主樹,0.142,全国,,0.163,全国,
5005,石田貴洋,0.164,全国,,0.146,全国,
5006,久保原秀人,0.198,全国,遅れ,0.186,全国,遅れ
5007,近藤雄一郎,0.165,全国,,0.19,全国,遅れ
5008,羽野諒,0.154,全国,,0.131,全国,
5009,大賀龍之介,0.167,全国,,0.167,全国,
5010,宇留田翔平,0.146,全国,,0.144,全国,
5011,高木圭大,0.147,全国,,0.184,当地,遅れ
5012,加倉侑征,0.119,当地,巧者,0.143,全国,
5013,山下夏鈴,0.16,全国,,0.173,全国,
5014,梶山涼斗,0.144,全国,,0.131,全国,
5015,高橋竜矢,0.126,全国,巧者,0.15,全国,
5016,宮田龍馬,0.134,全国,,0.148,全国,
5017,澤田尚也,0.124,全国,巧者,0.133,全国,
5018,竹下大樹,0.15,当地,,0.144,当地,
5019,柴田百恵,0.167,全国,,0.157,全国,
5020,宮村勇哉,0.149,全国,,0.178,全国,
5022,伊藤尚汰,0.171,全国,,0.168,全国,
5023,久永祥平,0.135,当地,,0.167,当地,
5026,安河内健,0.137,全国,,0.163,全国,
5027,重冨勇哉,0.177,全国,,0.192,全国,遅れ
5028,原田才一郎,0.15,全国,,0.18,全国,
5029,中亮太,0.137,全国,,0.139,全国,
5031,渡辺空依,0.159,全国,,0.206,全国,遅れ
5032,谷口知優,0.152,全国,,0.167,全国,
5033,藤原孝斗,0.178,当地,,0.206,当地,遅れ
5034,若林義人,0.127,全国,巧者,0.144,全国,
5035,櫻井優,0.168,全国,,0.165,全国,
5036,福田翔吾,0.17,全国,,0.166,全国,
5037,田頭虎親,0.167,全国,,0.191,全国,遅れ
5038,金田智博,0.158,全国,,0.151,全国,
5039,倉田茂将,0.15,全国,,0.142,全国,
5041,荒牧凪沙,0.185,全国,遅れ,0.179,全国,
5042,畑田汰一,0.114,全国,巧者,0.125,全国,巧者
5043,中村日向,0.128,全国,巧者,0.138,全国,
5044,渡邉健,0.137,全国,,0.145,全国,
5045,平川香織,0.189,全国,遅れ,0.215,全国,遅れ
5046,松山裕基,0.16,全国,,0.18,全国,
5047,國分将太郎,0.153,全国,,0.21,当地,遅れ
5048,眞鳥康太,0.173,全国,,0.196,全国,遅れ
5049,松井友汰,0.169,全国,,0.183,全国,遅れ
5050,木下雄介,0.163,全国,,0.17,全国,
5051,松本純平,0.132,当地,,0.187,当地,遅れ
5052,赤井星璃菜,0.143,全国,,0.169,全国,
5053,山口広樹,0.154,全国,,0.219,当地,遅れ
5054,佐々木大河,0.134,全国,,0.144,全国,
5055,眞鳥章太,0.159,当地,,0.157,全国,
5056,西岡成美,0.152,全国,,0.13,全国,巧者
5057,上田紗奈,0.153,全国,,0.164,全国,
5058,前原大道,0.15,全国,,0.161,全国,
5060,数原魁,0.158,全国,,0.176,全国,
5061,中村駿平,0.166,全国,,0.161,全国,
5063,大塚雅治,0.181,全国,遅れ,0.197,当地,遅れ
5064,品川二千翔,0.158,全国,,0.164,全国,
5065,伊久間陽優,0.123,全国,巧者,0.12,全国,巧者
5066,鈴木孝明,0.168,全国,,0.161,全国,
5067,山田真聖,0.171,当地,,0.18,当地,
5068,前田滉,0.139,全国,,0.145,全国,
5069,山崎小葉音,0.158,全国,,0.176,全国,
5070,中島航,0.18,全国,遅れ,0.214,全国,遅れ
5071,野見山拓己,0.087,当地,巧者,0.115,当地,巧者
5072,吉田杏美,0.219,全国,遅れ,0.19,全国,遅れ
5073,上原健次郎,0.186,全国,遅れ,0.174,全国,
5074,大澤誠也,0.181,全国,遅れ,0.188,全国,遅れ
5075,中島秀治,0.165,全国,,0.157,全国,
5076,石原光,0.158,全国,,0.176,全国,
5077,滝沢崚,0.193,全国,遅れ,0.18,全国,遅れ
5078,山川波乙,0.155,当地,,0.2,全国,遅れ
5079,大石真央,0.165,当地,,0.176,全国,
5081,篠原飛翔,0.16,当地,,0.181,当地,遅れ
5082,一色凌雅,0.186,全国,遅れ,0.183,全国,遅れ
5083,柳瀬幹太,0.173,全国,,0.173,当地,
5084,末永和也,0.127,全国,巧者,0.136,全国,
5085,中村栄治,0.188,全国,遅れ,0.209,全国,遅れ
5086,本村大,0.196,全国,遅れ,0.196,全国,遅れ
5087,佐藤航,0.149,全国,,0.15,全国,
5088,高憧四季,0.145,当地,,0.18,当地,遅れ
5089,前田翔,0.15,全国,,0.169,全国,
5090,生方靖亜,0.121,当地,巧者,0.193,当地,遅れ
5091,為本智也,0.162,全国,,0.147,全国,
5092,篠原晟弥,0.096,当地,巧者,0.129,全国,巧者
5093,浦野海,0.165,当地,,0.234,当地,遅れ
5095,小原聡将,0.149,全国,,0.144,全国,
5096,上原崚,0.137,全国,,0.143,全国,
5098,大江純,0.139,全国,,0.153,全国,
5100,栗原一馬,0.16,全国,,0.177,全国,
5101,表健太,0.188,全国,遅れ,0.221,当地,遅れ
5102,原田雄次,0.166,全国,,0.216,全国,遅れ
5103,芝田京介,0.179,全国,,0.192,全国,遅れ
5104,山田丈,0.138,当地,,0.16,当地,
5105,富田恕生,0.189,全国,遅れ,0.17,全国,
5106,山崎祥,0.179,全国,,0.192,全国,遅れ
5107,松本真広,0.168,全国,,0.181,全国,遅れ
5108,柴田愛梨,0.262,全国,遅れ,0.258,全国,遅れ
5109,川崎智稔,0.138,当地,,0.134,全国,
5110,杉山喜一,0.149,全国,,0.16,全国,
5111,三村岳人,0.171,全国,,0.152,全国,
5112,砂長知輝,0.138,全国,,0.168,全国,
5113,黒明花夢,0.203,全国,遅れ,0.195,全国,遅れ
5114,小林孝彰,0.159,全国,,0.172,全国,
5115,香川颯太,0.141,全国,,0.162,全国,
5117,冨名腰桃奈,0.172,全国,,0.188,全国,遅れ
5118,野田なづき,0.185,全国,遅れ,0.181,全国,遅れ
5120,山本稔太朗,0.177,当地,,0.17,当地,
5121,定松勇樹,0.138,全国,,0.13,全国,
5122,相馬翔,0.157,全国,,0.202,全国,遅れ
5123,福山恵里奈,0.157,全国,,0.155,全国,
5124,上瀧絢也,0.176,全国,,0.163,全国,
5125,高井雄基,0.171,全国,,0.199,全国,遅れ
5126,山下大輝,0.147,全国,,0.15,全国,
5127,沼田大都,0.206,当地,遅れ,0.218,全国,遅れ
5128,坪井爽佑,0.185,全国,遅れ,0.181,全国,遅れ
5129,山口真喜子,0.173,全国,,0.166,全国,
5130,上野拓馬,0.165,全国,,0.171,全国,
5131,江藤敦宏,0.197,全国,遅れ,0.133,当地,
5132,中野希一,0.135,全国,,0.128,全国,巧者
5133,堀越雄貴,0.189,全国,遅れ,0.196,全国,遅れ
5134,大原祥昌,0.18,当地,,0.185,当地,遅れ
5135,仲航太,0.147,全国,,0.192,全国,遅れ
5136,濱野斗馬,0.141,全国,,0.166,全国,
5137,川原涼,0.169,全国,,0.182,全国,遅れ
5138,村本大成,0.119,当地,巧者,0.192,全国,遅れ
5139,大場恒季,0.15,全国,,0.155,全国,
5140,吉田彩乃,0.175,全国,,0.184,全国,遅れ
5141,大澤風葵,0.141,全国,,0.118,全国,巧者
5142,常住蓮,0.156,当地,,0.122,当地,巧者
5143,常盤海心,0.192,全国,遅れ,0.196,全国,遅れ
5144,中尾彩香,0.191,当地,遅れ,0.171,当地,
5145,島川海輝,0.151,全国,,0.158,全国,
5146,野田彩加,0.151,全国,,0.166,全国,
5147,田中勇輔,0.143,全国,,0.152,全国,
5148,松本怜,0.18,全国,遅れ,0.193,全国,遅れ
5150,坂本雄紀,0.147,全国,,0.133,全国,
5151,山下奈緒,0.215,当地,遅れ,0.244,全国,遅れ
5152,丸山祐也,0.201,全国,遅れ,0.234,全国,遅れ
5153,佐藤ほのか,0.183,全国,遅れ,0.161,全国,
5154,村松栄太,0.175,全国,,0.18,全国,
5155,内山七海,0.129,当地,巧者,0.154,全国,
5156,坂野さくら,0.175,全国,,0.18,全国,
5157,市川健太,0.167,全国,,0.167,全国,
5158,宮脇遼太,0.148,当地,,0.196,当地,遅れ
5160,藤森陸斗,0.161,当地,,0.144,当地,
5161,登玉隼百,0.147,当地,,0.151,当地,
5162,松尾怜実,0.162,全国,,0.18,全国,
5163,清水愛海,0.154,全国,,0.183,全国,遅れ
5164,森田梨湖,0.211,全国,遅れ,0.214,全国,遅れ
5165,小林愛実,0.168,全国,,0.174,全国,
5166,仲道大輔,0.163,全国,,0.185,全国,遅れ
5167,小川竜太朗,0.17,全国,,0.149,全国,
5169,堀本翔太,0.206,全国,遅れ,0.183,全国,遅れ
5170,佐藤太亮,0.16,全国,,0.166,全国,
5171,清水未唯,0.18,全国,遅れ,0.131,全国,
5172,田村慶,0.198,全国,遅れ,0.182,全国,遅れ
5173,谷口佳蓮,0.139,全国,,0.164,全国,
5174,川井萌,0.18,全国,,0.185,全国,遅れ
5175,島崎丈一朗,0.166,全国,,0.185,全国,遅れ
5176,石倉拓美,0.192,全国,遅れ,0.17,全国,
5177,松井貫太,0.194,全国,遅れ,0.199,全国,遅れ
5178,成貞琳平,0.176,全国,,0.226,当地,遅れ
5179,藤本元輝,0.169,全国,,0.186,全国,遅れ
5180,藤本紗弥香,0.215,全国,遅れ,0.215,全国,遅れ
5181,森智哉,0.17,全国,,0.167,全国,
5182,宮崎安奈,0.155,全国,,0.137,全国,
5183,中野孝二,0.16,全国,,0.164,全国,
5184,飯塚響,0.207,全国,遅れ,0.192,全国,遅れ
5185,加藤優弥,0.125,全国,巧者,0.147,全国,
5186,遠藤圭吾,0.174,全国,,0.177,全国,
5187,小坂風太,0.191,全国,遅れ,0.196,全国,遅れ
5188,武井莉里佳,0.172,全国,,0.159,全国,
5189,藤原早菜,0.209,全国,遅れ,0.185,全国,遅れ
5190,大月遊雅,0.172,全国,,0.185,全国,遅れ
5191,飛田江己,0.122,全国,巧者,0.128,全国,巧者
5192,中尾優香,0.174,当地,,0.189,当地,遅れ
5193,米丸乃絵,0.131,当地,,0.175,当地,
5194,大久保佑香,0.16,当地,,0.118,当地,巧者
5195,北村寧々,0.159,当地,,0.143,全国,
5196,鰐部太空海,0.159,全国,,0.149,全国,
5197,中野仁照,0.167,全国,,0.18,全国,
5198,奥村明日香,0.194,当地,遅れ,0.201,当地,遅れ
